title,filename,category,subject,id,prompt,negativePrompt,lora
Automotive,00174-Automotive.jpg,Ads,Fallout Wasteland,fallout,"Automotive advertisement style a femal warrior in dystopian postapocalyptic fallout wasteland . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,00175-Corporate.jpg,Ads,Fallout Wasteland,fallout,"Corporate branding style a femal warrior in dystopian postapocalyptic fallout wasteland . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,00176-Fashion.jpg,Ads,Fallout Wasteland,fallout,"Fashion editorial style a femal warrior in dystopian postapocalyptic fallout wasteland . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Food Photography,00177-Food Photography.jpg,Ads,Fallout Wasteland,fallout,"Food photography style a femal warrior in dystopian postapocalyptic fallout wasteland . Appetizing, professional, culinary, high-resolution, commercial, highly detailed","unappetizing, sloppy, unprofessional, noisy, blurry",,""
Luxury,00178-Luxury.jpg,Ads,Fallout Wasteland,fallout,"Luxury product style a femal warrior in dystopian postapocalyptic fallout wasteland . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Real Estate,00179-Real Estate.jpg,Ads,Fallout Wasteland,fallout,"Real estate photography style a femal warrior in dystopian postapocalyptic fallout wasteland . Professional, inviting, well-lit, high-resolution, property-focused, commercial, highly detailed","dark, blurry, unappealing, noisy, unprofessional",,""
Retail,00180-Retail.jpg,Ads,Fallout Wasteland,fallout,"Retail packaging style a femal warrior in dystopian postapocalyptic fallout wasteland . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract,00181-Abstract.jpg,Artstyle,Fallout Wasteland,fallout,"Abstract style a femal warrior in dystopian postapocalyptic fallout wasteland . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete",,""
Abstract Expressionism,00182-Abstract Expressionism.jpg,Artstyle,Fallout Wasteland,fallout,"abstract expressionist painting a femal warrior in dystopian postapocalyptic fallout wasteland . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,00183-Art Deco.jpg,Artstyle,Fallout Wasteland,fallout,"Art Deco style a femal warrior in dystopian postapocalyptic fallout wasteland . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,00184-Art Nouveau.jpg,Artstyle,Fallout Wasteland,fallout,"Art Nouveau style a femal warrior in dystopian postapocalyptic fallout wasteland . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Avant-garde,00185-Avant-garde.jpg,Artstyle,Fallout Wasteland,fallout,"Avant-garde, a femal warrior in dystopian postapocalyptic fallout wasteland, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,00186-Baroque.jpg,Artstyle,Fallout Wasteland,fallout,"Baroque, a femal warrior in dystopian postapocalyptic fallout wasteland, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,00187-Bauhaus-Style Poster.jpg,Artstyle,Fallout Wasteland,fallout,"Bauhaus-Style Poster, a femal warrior in dystopian postapocalyptic fallout wasteland, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,00188-Caricature.jpg,Artstyle,Fallout Wasteland,fallout,"Caricature, a femal warrior in dystopian postapocalyptic fallout wasteland, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,00189-Cel Shaded Art.jpg,Artstyle,Fallout Wasteland,fallout,"Cel Shaded Art, a femal warrior in dystopian postapocalyptic fallout wasteland, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,00190-Character Design Sheet.jpg,Artstyle,Fallout Wasteland,fallout,"Character Design Sheet, a femal warrior in dystopian postapocalyptic fallout wasteland, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,00191-Color Field Painting.jpg,Artstyle,Fallout Wasteland,fallout,"Color Field Painting, a femal warrior in dystopian postapocalyptic fallout wasteland, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,00192-Conceptual Art.jpg,Artstyle,Fallout Wasteland,fallout,"Conceptual Art, a femal warrior in dystopian postapocalyptic fallout wasteland, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Cubist,00194-Cubist.jpg,Artstyle,Fallout Wasteland,fallout,"Cubist artwork a femal warrior in dystopian postapocalyptic fallout wasteland . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Dadaism,00195-Dadaism.jpg,Artstyle,Fallout Wasteland,fallout,"Dadaism Art, a femal warrior in dystopian postapocalyptic fallout wasteland, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dali,00196-Dali.jpg,Artstyle,Fallout Wasteland,fallout,"a femal warrior in dystopian postapocalyptic fallout wasteland, <lora:dali:1> d4lixl","",,"Salvador Dali SDXL 1.0 art style lora"
Dark Fantasy,00197-Dark Fantasy.jpg,Artstyle,Fallout Wasteland,fallout,"Dark Fantasy Art, a femal warrior in dystopian postapocalyptic fallout wasteland, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Expressionist,00198-Expressionist.jpg,Artstyle,Fallout Wasteland,fallout,"expressionist a femal warrior in dystopian postapocalyptic fallout wasteland . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Fauvism,00199-Fauvism.jpg,Artstyle,Fallout Wasteland,fallout,"Fauvism Art, a femal warrior in dystopian postapocalyptic fallout wasteland, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Folk Art,00200-Folk Art.jpg,Artstyle,Fallout Wasteland,fallout,"a femal warrior in dystopian postapocalyptic fallout wasteland, <lora:folk-art:1> Folk Art page","",,"Folk Art"
Graffiti,00201-Graffiti.jpg,Artstyle,Fallout Wasteland,fallout,"Graffiti style a femal warrior in dystopian postapocalyptic fallout wasteland . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Hyperrealism,00202-Hyperrealism.jpg,Artstyle,Fallout Wasteland,fallout,"Hyperrealistic art a femal warrior in dystopian postapocalyptic fallout wasteland . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Impressionist,00203-Impressionist.jpg,Artstyle,Fallout Wasteland,fallout,"Impressionist painting a femal warrior in dystopian postapocalyptic fallout wasteland . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Ink Dripping,00204-Ink Dripping Drawing.jpg,Artstyle,Fallout Wasteland,fallout,"Ink Dripping Drawing, a femal warrior in dystopian postapocalyptic fallout wasteland, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,00205-Japanese Ink Drawing.jpg,Artstyle,Fallout Wasteland,fallout,"Japanese Ink Drawing, a femal warrior in dystopian postapocalyptic fallout wasteland, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
John Berkey,00206-John Berkey.jpg,Artstyle,Fallout Wasteland,fallout,"a femal warrior in dystopian postapocalyptic fallout wasteland, <lora:john-berkey:1> John Berkey Style page","",,"John Berkey Style"
Pointillism,00209-Pointillism.jpg,Artstyle,Fallout Wasteland,fallout,"Pointillism style a femal warrior in dystopian postapocalyptic fallout wasteland . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,00210-Pop Art.jpg,Artstyle,Fallout Wasteland,fallout,"Pop Art style a femal warrior in dystopian postapocalyptic fallout wasteland . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,00211-Psychedelic.jpg,Artstyle,Fallout Wasteland,fallout,"Psychedelic style a femal warrior in dystopian postapocalyptic fallout wasteland . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,00212-Renaissance.jpg,Artstyle,Fallout Wasteland,fallout,"Renaissance style a femal warrior in dystopian postapocalyptic fallout wasteland . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,00213-Steampunk.jpg,Artstyle,Fallout Wasteland,fallout,"Steampunk style a femal warrior in dystopian postapocalyptic fallout wasteland . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,00214-Surrealist.jpg,Artstyle,Fallout Wasteland,fallout,"Surrealist art a femal warrior in dystopian postapocalyptic fallout wasteland . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Terrible FanArt,00215-Terrible FanArt.jpg,Artstyle,Fallout Wasteland,fallout,"<lora:terrible-fanart:0.8> PETerribleFanArt, badly drawn, terrible drawing, ugly, creepy, a femal warrior in dystopian postapocalyptic fallout wasteland","",,"PE Shitty FanArt"
Typography,00216-Typography.jpg,Artstyle,Fallout Wasteland,fallout,"Typographic art a femal warrior in dystopian postapocalyptic fallout wasteland . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,00217-Watercolor.jpg,Artstyle,Fallout Wasteland,fallout,"Watercolor painting a femal warrior in dystopian postapocalyptic fallout wasteland . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Biomechanical,00218-Biomechanical.jpg,Futuristic,Fallout Wasteland,fallout,"biomechanical style a femal warrior in dystopian postapocalyptic fallout wasteland . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,00219-Biomechanical Cyberpunk.jpg,Futuristic,Fallout Wasteland,fallout,"biomechanical cyberpunk a femal warrior in dystopian postapocalyptic fallout wasteland . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,00220-Cybernetic.jpg,Futuristic,Fallout Wasteland,fallout,"cybernetic style a femal warrior in dystopian postapocalyptic fallout wasteland . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,00221-Cybernetic Robot.jpg,Futuristic,Fallout Wasteland,fallout,"cybernetic robot a femal warrior in dystopian postapocalyptic fallout wasteland . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,00222-Cyberpunk Cityscape.jpg,Futuristic,Fallout Wasteland,fallout,"cyberpunk cityscape a femal warrior in dystopian postapocalyptic fallout wasteland . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,00223-Futuristic.jpg,Futuristic,Fallout Wasteland,fallout,"futuristic style a femal warrior in dystopian postapocalyptic fallout wasteland . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Glitchcore,00224-Glitchcore.jpg,Futuristic,Fallout Wasteland,fallout,"Glitchcore Art Style, a femal warrior in dystopian postapocalyptic fallout wasteland, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,00225-Glo-fi.jpg,Futuristic,Fallout Wasteland,fallout,"Glo-fi Art Style, a femal warrior in dystopian postapocalyptic fallout wasteland, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Retro Cyberpunk,00226-Retro Cyberpunk.jpg,Futuristic,Fallout Wasteland,fallout,"retro cyberpunk a femal warrior in dystopian postapocalyptic fallout wasteland . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,00227-Retro Futurism.jpg,Futuristic,Fallout Wasteland,fallout,"retro-futuristic a femal warrior in dystopian postapocalyptic fallout wasteland . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,00228-Sci-Fi.jpg,Futuristic,Fallout Wasteland,fallout,"sci-fi style a femal warrior in dystopian postapocalyptic fallout wasteland . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Vaporwave,00229-Vaporwave.jpg,Futuristic,Fallout Wasteland,fallout,"vaporwave style a femal warrior in dystopian postapocalyptic fallout wasteland . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Bubble Bobble,00230-Bubble Bobble.jpg,Game,Fallout Wasteland,fallout,"Bubble Bobble style a femal warrior in dystopian postapocalyptic fallout wasteland . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
Cyberpunk 2077,00231-Cyberpunk Game.jpg,Game,Fallout Wasteland,fallout,"cyberpunk game style a femal warrior in dystopian postapocalyptic fallout wasteland . neon, dystopian, futuristic, digital, vibrant, detailed, high contrast, reminiscent of cyberpunk genre video games","historical, natural, rustic, low detailed",,""
Fighting Game,00232-Fighting Game.jpg,Game,Fallout Wasteland,fallout,"Fighting game style a femal warrior in dystopian postapocalyptic fallout wasteland . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
Fortnite,00233-Fortnite Art Style.jpg,Game,Fallout Wasteland,fallout,"Fortnite Art Style, a femal warrior in dystopian postapocalyptic fallout wasteland, 3D cartoon, colorful, Fortnite Art Style","ugly, deformed, noisy, blurry, low contrast, photo, realistic",,""
GTA,00234-GTA.jpg,Game,Fallout Wasteland,fallout,"GTA-style artwork a femal warrior in dystopian postapocalyptic fallout wasteland . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Legend of Zelda,00235-Legend of Zelda.jpg,Game,Fallout Wasteland,fallout,"Legend of Zelda style a femal warrior in dystopian postapocalyptic fallout wasteland . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Minecraft,00236-Minecraft.jpg,Game,Fallout Wasteland,fallout,"Minecraft style a femal warrior in dystopian postapocalyptic fallout wasteland . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,00237-Pokémon.jpg,Game,Fallout Wasteland,fallout,"Pokémon style a femal warrior in dystopian postapocalyptic fallout wasteland . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
Retro Arcade,00239-Retro Arcade.jpg,Game,Fallout Wasteland,fallout,"Retro arcade style a femal warrior in dystopian postapocalyptic fallout wasteland . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,00240-Retro Game.jpg,Game,Fallout Wasteland,fallout,"Retro game art a femal warrior in dystopian postapocalyptic fallout wasteland . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,00241-RPG Fantasy Game.jpg,Game,Fallout Wasteland,fallout,"Role-playing game (RPG) style fantasy a femal warrior in dystopian postapocalyptic fallout wasteland . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,00242-Strategy Game.jpg,Game,Fallout Wasteland,fallout,"Strategy game style a femal warrior in dystopian postapocalyptic fallout wasteland . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,00243-Street Fighter.jpg,Game,Fallout Wasteland,fallout,"Street Fighter style a femal warrior in dystopian postapocalyptic fallout wasteland . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Super Mario,00244-Super Mario.jpg,Game,Fallout Wasteland,fallout,"Super Mario style a femal warrior in dystopian postapocalyptic fallout wasteland . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
