title,filename,category,subject,id,prompt,negativePrompt,lora
Line Art,20230829155147-Line Art.jpg,Stability's AI,Forest River,river,"line art drawing A river in a forest . professional, sleek, modern, minimalist, graphic, line art, vector graphics","anime, photorealistic, 35mm film, deformed, glitch, blurry, noisy, off-center, deformed, cross-eyed, closed eyes, bad anatomy, ugly, disfigured, mutated, realism, realistic, impressionism, expressionism, oil, acrylic",,""
Lowpoly,20230829155203-Lowpoly.jpg,Stability's AI,Forest River,river,"low-poly style A river in a forest . low-poly game art, polygon mesh, jagged, blocky, wireframe edges, centered composition","noisy, sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Neon Punk,20230829155220-Neon Punk.jpg,Stability's AI,Forest River,river,"neonpunk style A river in a forest . cyberpunk, vaporwave, neon, vibes, vibrant, stunningly beautiful, crisp, detailed, sleek, ultramodern, magenta highlights, dark purple shadows, high contrast, cinematic, ultra detailed, intricate, professional","painting, drawing, illustration, glitch, deformed, mutated, cross-eyed, ugly, disfigured",,""
Origami,20230829155236-Origami.jpg,Stability's AI,Forest River,river,"origami style A river in a forest . paper art, pleated paper, folded, origami art, pleats, cut and fold, centered composition","noisy, sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Photographic,20230829155252-Photographic.jpg,Stability's AI,Forest River,river,"cinematic photo A river in a forest . 35mm photograph, film, bokeh, professional, 4k, highly detailed","drawing, painting, crayon, sketch, graphite, impressionist, noisy, blurry, soft, deformed, ugly",,""
Pixel Art,20230829155308-Pixel Art.jpg,Stability's AI,Forest River,river,"pixel-art A river in a forest . low-res, blocky, pixel art style, 8-bit graphics","sloppy, messy, blurry, noisy, highly detailed, ultra textured, photo, realistic",,""
Texture,20230829155324-Texture.jpg,Stability's AI,Forest River,river,"texture A river in a forest top down close-up","ugly, deformed, noisy, blurry",,""
Advertising,20230829155340-Advertising.jpg,Ads,Forest River,river,"Advertising poster style A river in a forest . Professional, modern, product-focused, commercial, eye-catching, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Food Photography,20230829155356-Food Photography.jpg,Ads,Forest River,river,"Food photography style A river in a forest . Appetizing, professional, culinary, high-resolution, commercial, highly detailed","unappetizing, sloppy, unprofessional, noisy, blurry",,""
Real Estate,20230829155412-Real Estate.jpg,Ads,Forest River,river,"Real estate photography style A river in a forest . Professional, inviting, well-lit, high-resolution, property-focused, commercial, highly detailed","dark, blurry, unappealing, noisy, unprofessional",,""
Abstract,20230829155428-Abstract.jpg,Artstyle,Forest River,river,"Abstract style A river in a forest . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete",,""
Cubist,20230829155444-Cubist.jpg,Artstyle,Forest River,river,"Cubist artwork A river in a forest . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Graffiti,20230829155501-Graffiti.jpg,Artstyle,Forest River,river,"Graffiti style A river in a forest . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Hyperrealism,20230829155517-Hyperrealism.jpg,Artstyle,Forest River,river,"Hyperrealistic art A river in a forest . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Impressionist,20230829155532-Impressionist.jpg,Artstyle,Forest River,river,"Impressionist painting A river in a forest . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Pointillism,20230829155548-Pointillism.jpg,Artstyle,Forest River,river,"Pointillism style A river in a forest . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,20230829155604-Pop Art.jpg,Artstyle,Forest River,river,"Pop Art style A river in a forest . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,20230829155620-Psychedelic.jpg,Artstyle,Forest River,river,"Psychedelic style A river in a forest . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,20230829155636-Renaissance.jpg,Artstyle,Forest River,river,"Renaissance style A river in a forest . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,20230829155652-Steampunk.jpg,Artstyle,Forest River,river,"Steampunk style A river in a forest . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,20230829155708-Surrealist.jpg,Artstyle,Forest River,river,"Surrealist art A river in a forest . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Typography,20230829155724-Typography.jpg,Artstyle,Forest River,river,"Typographic art A river in a forest . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,20230829155740-Watercolor.jpg,Artstyle,Forest River,river,"Watercolor painting A river in a forest . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Fighting Game,20230829155756-Fighting Game.jpg,Game,Forest River,river,"Fighting game style A river in a forest . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
GTA,20230829155811-GTA.jpg,Game,Forest River,river,"GTA-style artwork A river in a forest . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Super Mario,20230829155827-Super Mario.jpg,Game,Forest River,river,"Super Mario style A river in a forest . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Minecraft,20230829155843-Minecraft.jpg,Game,Forest River,river,"Minecraft style A river in a forest . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,20230829155859-Pokémon.jpg,Game,Forest River,river,"Pokémon style A river in a forest . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
Retro Arcade,20230829155915-Retro Arcade.jpg,Game,Forest River,river,"Retro arcade style A river in a forest . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,20230829155931-Retro Game.jpg,Game,Forest River,river,"Retro game art A river in a forest . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,20230829155947-RPG Fantasy Game.jpg,Game,Forest River,river,"Role-playing game (RPG) style fantasy A river in a forest . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,20230829160003-Strategy Game.jpg,Game,Forest River,river,"Strategy game style A river in a forest . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,20230829160019-Street Fighter.jpg,Game,Forest River,river,"Street Fighter style A river in a forest . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Legend of Zelda,20230829160035-Legend of Zelda.jpg,Game,Forest River,river,"Legend of Zelda style A river in a forest . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Architectural,20230829160051-Architectural.jpg,Miscellaneous,Forest River,river,"Architectural style A river in a forest . Clean lines, geometric shapes, minimalist, modern, architectural drawing, highly detailed","curved lines, ornate, baroque, abstract, grunge",,""
Disco,20230829160107-Disco.jpg,Miscellaneous,Forest River,river,"Disco-themed A river in a forest . Vibrant, groovy, retro 70s style, shiny disco balls, neon lights, dance floor, highly detailed","minimalist, rustic, monochrome, contemporary, simplistic",,""
Dreamscape,20230829160123-Dreamscape.jpg,Miscellaneous,Forest River,river,"Dreamscape A river in a forest . Surreal, ethereal, dreamy, mysterious, fantasy, highly detailed","realistic, concrete, ordinary, mundane",,""
Dystopian,20230829160139-Dystopian.jpg,Miscellaneous,Forest River,river,"Dystopian style A river in a forest . Bleak, post-apocalyptic, somber, dramatic, highly detailed","ugly, deformed, noisy, blurry, low contrast, cheerful, optimistic, vibrant, colorful",,""
Fairy Tale,20230829160155-Fairy Tale.jpg,Miscellaneous,Forest River,river,"Fairy tale A river in a forest . Magical, fantastical, enchanting, storybook style, highly detailed","realistic, modern, ordinary, mundane",,""
Gothic,20230829160212-Gothic.jpg,Miscellaneous,Forest River,river,"Gothic style A river in a forest . Dark, mysterious, haunting, dramatic, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, cheerful, optimistic",,""
Grunge,20230829160228-Grunge.jpg,Miscellaneous,Forest River,river,"Grunge style A river in a forest . Textured, distressed, vintage, edgy, punk rock vibe, dirty, noisy","smooth, clean, minimalist, sleek, modern, photorealistic",,""
Horror,20230829160243-Horror.jpg,Miscellaneous,Forest River,river,"Horror-themed A river in a forest . Eerie, unsettling, dark, spooky, suspenseful, grim, highly detailed","cheerful, bright, vibrant, light-hearted, cute",,""
Minimalist,20230829160259-Minimalist.jpg,Miscellaneous,Forest River,river,"Minimalist style A river in a forest . Simple, clean, uncluttered, modern, elegant","ornate, complicated, highly detailed, cluttered, disordered, messy, noisy",,""
Monochrome,20230829160317-Monochrome.jpg,Miscellaneous,Forest River,river,"Monochrome A river in a forest . Black and white, contrast, tone, texture, detailed","colorful, vibrant, noisy, blurry, deformed",,""
Nautical,20230829160334-Nautical.jpg,Miscellaneous,Forest River,river,"Nautical-themed A river in a forest . Sea, ocean, ships, maritime, beach, marine life, highly detailed","landlocked, desert, mountains, urban, rustic",,""
Space,20230829160351-Space.jpg,Miscellaneous,Forest River,river,"Space-themed A river in a forest . Cosmic, celestial, stars, galaxies, nebulas, planets, science fiction, highly detailed","earthly, mundane, ground-based, realism",,""
Stained Glass,20230829160408-Stained Glass.jpg,Miscellaneous,Forest River,river,"Stained glass style A river in a forest . Vibrant, beautiful, translucent, intricate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Techwear Fashion,20230829160425-Techwear Fashion.jpg,Miscellaneous,Forest River,river,"Techwear fashion A river in a forest . Futuristic, cyberpunk, urban, tactical, sleek, dark, highly detailed","vintage, rural, colorful, low contrast, realism, sketch, watercolor",,""
Tribal,20230829160441-Tribal.jpg,Miscellaneous,Forest River,river,"Tribal style A river in a forest . Indigenous, ethnic, traditional patterns, bold, natural colors, highly detailed","modern, futuristic, minimalist, pastel",,""
Zentangle,20230829160457-Zentangle.jpg,Miscellaneous,Forest River,river,"Zentangle A river in a forest . Intricate, abstract, monochrome, patterns, meditative, highly detailed","colorful, representative, simplistic, large fields of color",,""
Collage,20230829160513-Collage.jpg,Papercraft,Forest River,river,"Collage style A river in a forest . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,20230829160529-Flat Papercut.jpg,Papercraft,Forest River,river,"Flat papercut style A river in a forest . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,20230829160544-Kirigami.jpg,Papercraft,Forest River,river,"Kirigami representation of A river in a forest . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,20230829160600-Paper Mache.jpg,Papercraft,Forest River,river,"Paper mache representation of A river in a forest . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,20230829160616-Paper Quilling.jpg,Papercraft,Forest River,river,"Paper quilling art of A river in a forest . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,20230829160632-Papercut Collage.jpg,Papercraft,Forest River,river,"Papercut collage of A river in a forest . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,20230829160648-Papercut Shadow Box.jpg,Papercraft,Forest River,river,"3D papercut shadow box of A river in a forest . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,20230829160704-Stacked Papercut.jpg,Papercraft,Forest River,river,"Stacked papercut art of A river in a forest . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,20230829160720-Thick Layered Papercut.jpg,Papercraft,Forest River,river,"Thick layered papercut art of A river in a forest . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,20230829160736-Alien.jpg,Photo,Forest River,river,"Alien-themed A river in a forest . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Film Noir,20230829160753-Film Noir.jpg,Photo,Forest River,river,"Film noir style A river in a forest . Monochrome, high contrast, dramatic shadows, 1940s style, mysterious, cinematic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vibrant, colorful",,""
HDR,20230829160809-HDR.jpg,Photo,Forest River,river,"HDR photo of A river in a forest . High dynamic range, vivid, rich details, clear shadows and highlights, realistic, intense, enhanced contrast, highly detailed","flat, low contrast, oversaturated, underexposed, overexposed, blurred, noisy",,""
Long Exposure,20230829160825-Long Exposure.jpg,Photo,Forest River,river,"Long exposure photo of A river in a forest . Blurred motion, streaks of light, surreal, dreamy, ghosting effect, highly detailed","static, noisy, deformed, shaky, abrupt, flat, low contrast",,""
Neon Noir,20230829160841-Neon Noir.jpg,Photo,Forest River,river,"Neon noir A river in a forest . Cyberpunk, dark, rainy streets, neon signs, high contrast, low light, vibrant, highly detailed","bright, sunny, daytime, low contrast, black and white, sketch, watercolor",,""
Silhouette,20230829160858-Silhouette.jpg,Photo,Forest River,river,"Silhouette style A river in a forest . High contrast, minimalistic, black and white, stark, dramatic","ugly, deformed, noisy, blurry, low contrast, color, realism, photorealistic",,""
Tilt-Shift,20230829160913-Tilt-Shift.jpg,Photo,Forest River,river,"Tilt-shift photo of A river in a forest . Selective focus, miniature effect, blurred background, highly detailed, vibrant, perspective control","blurry, noisy, deformed, flat, low contrast, unrealistic, oversaturated, underexposed",,""
Luxury,20230831155840-Luxury.jpg,Ads,Forest River,river,"Luxury product style A river in a forest . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Automotive,20230831155856-Automotive.jpg,Ads,Forest River,river,"Automotive advertisement style A river in a forest . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,20230831155911-Corporate.jpg,Ads,Forest River,river,"Corporate branding style A river in a forest . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,20230831155927-Fashion.jpg,Ads,Forest River,river,"Fashion editorial style A river in a forest . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Retail,20230831155943-Retail.jpg,Ads,Forest River,river,"Retail packaging style A river in a forest . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract Expressionism,20230831155958-Abstract Expressionism.jpg,Artstyle,Forest River,river,"abstract expressionist painting A river in a forest . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,20230831160013-Art Deco.jpg,Artstyle,Forest River,river,"Art Deco style A river in a forest . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,20230831160029-Art Nouveau.jpg,Artstyle,Forest River,river,"Art Nouveau style A river in a forest . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Expressionist,20230831160100-Expressionist.jpg,Artstyle,Forest River,river,"expressionist A river in a forest . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Avant-garde,20230831160116-Avant-garde.jpg,Artstyle,Forest River,river,"Avant-garde, A river in a forest, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,20230831160132-Baroque.jpg,Artstyle,Forest River,river,"Baroque, A river in a forest, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,20230831160147-Bauhaus-Style Poster.jpg,Artstyle,Forest River,river,"Bauhaus-Style Poster, A river in a forest, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,20230831160203-Caricature.jpg,Artstyle,Forest River,river,"Caricature, A river in a forest, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,20230831160219-Cel Shaded Art.jpg,Artstyle,Forest River,river,"Cel Shaded Art, A river in a forest, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,20230831160234-Character Design Sheet.jpg,Artstyle,Forest River,river,"Character Design Sheet, A river in a forest, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,20230831160250-Color Field Painting.jpg,Artstyle,Forest River,river,"Color Field Painting, A river in a forest, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,20230831160306-Conceptual Art.jpg,Artstyle,Forest River,river,"Conceptual Art, A river in a forest, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Dadaism,20230831160322-Dadaism.jpg,Artstyle,Forest River,river,"Dadaism Art, A river in a forest, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dark Fantasy,20230831160338-Dark Fantasy.jpg,Artstyle,Forest River,river,"Dark Fantasy Art, A river in a forest, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Fauvism,20230831160354-Fauvism.jpg,Artstyle,Forest River,river,"Fauvism Art, A river in a forest, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Ink Dripping,20230831160411-Ink Dripping Drawing.jpg,Artstyle,Forest River,river,"Ink Dripping Drawing, A river in a forest, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,20230831160427-Japanese Ink Drawing.jpg,Artstyle,Forest River,river,"Japanese Ink Drawing, A river in a forest, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Biomechanical,20230831160443-Biomechanical.jpg,Futuristic,Forest River,river,"biomechanical style A river in a forest . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,20230831160459-Biomechanical Cyberpunk.jpg,Futuristic,Forest River,river,"biomechanical cyberpunk A river in a forest . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,20230831160516-Cybernetic.jpg,Futuristic,Forest River,river,"cybernetic style A river in a forest . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,20230831160532-Cybernetic Robot.jpg,Futuristic,Forest River,river,"cybernetic robot A river in a forest . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,20230831160548-Cyberpunk Cityscape.jpg,Futuristic,Forest River,river,"cyberpunk cityscape A river in a forest . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,20230831160605-Futuristic.jpg,Futuristic,Forest River,river,"futuristic style A river in a forest . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Retro Cyberpunk,20230831160622-Retro Cyberpunk.jpg,Futuristic,Forest River,river,"retro cyberpunk A river in a forest . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,20230831160639-Retro Futurism.jpg,Futuristic,Forest River,river,"retro-futuristic A river in a forest . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,20230831160657-Sci-Fi.jpg,Futuristic,Forest River,river,"sci-fi style A river in a forest . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Vaporwave,20230831160713-Vaporwave.jpg,Futuristic,Forest River,river,"vaporwave style A river in a forest . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Glitchcore,20230831160731-Glitchcore.jpg,Futuristic,Forest River,river,"Glitchcore Art Style, A river in a forest, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,20230831160754-Glo-fi.jpg,Futuristic,Forest River,river,"Glo-fi Art Style, A river in a forest, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Bubble Bobble,20230831160811-Bubble Bobble.jpg,Game,Forest River,river,"Bubble Bobble style A river in a forest . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
Cyberpunk 2077,20230831160828-Cyberpunk Game.jpg,Game,Forest River,river,"cyberpunk game style A river in a forest . neon, dystopian, futuristic, digital, vibrant, detailed, high contrast, reminiscent of cyberpunk genre video games","historical, natural, rustic, low detailed",,""
Fortnite,20230831160846-Fortnite Art Style.jpg,Game,Forest River,river,"Fortnite Art Style, A river in a forest, 3D cartoon, colorful, Fortnite Art Style","ugly, deformed, noisy, blurry, low contrast, photo, realistic",,""
Kawaii,20230831160903-Kawaii.jpg,Miscellaneous,Forest River,river,"kawaii style A river in a forest . cute, adorable, brightly colored, cheerful, anime influence, highly detailed","dark, scary, realistic, monochrome, abstract",,""
Lovecraftian,20230831160920-Lovecraftian.jpg,Miscellaneous,Forest River,river,"lovecraftian horror A river in a forest . eldritch, cosmic horror, unknown, mysterious, surreal, highly detailed","light-hearted, mundane, familiar, simplistic, realistic",,""
Macabre,20230831160938-Macabre.jpg,Miscellaneous,Forest River,river,"macabre style A river in a forest . dark, gothic, grim, haunting, highly detailed","bright, cheerful, light-hearted, cartoonish, cute",,""
Metropolis,20230831160954-Metropolis.jpg,Miscellaneous,Forest River,river,"metropolis-themed A river in a forest . urban, cityscape, skyscrapers, modern, futuristic, highly detailed","rural, natural, rustic, historical, simple",,""
Academia,20230831161011-Academia.jpg,Miscellaneous,Forest River,river,"Academia, A river in a forest, preppy Ivy League style, stark, dramatic, chic boarding school, academia","ugly, deformed, noisy, blurry, low contrast, grunge, sloppy, unkempt",,""
Action Figure,20230831161045-Action Figure.jpg,Miscellaneous,Forest River,river,"Action Figure, A river in a forest, plastic collectable action figure, collectable toy action figure","ugly, deformed, noisy, blurry, low contrast",,""
Astral Aura,20230831161105-Astral Aura.jpg,Miscellaneous,Forest River,river,"Astral Aura, A river in a forest, astral, colorful aura, vibrant energy","ugly, deformed, noisy, blurry, low contrast",,""
Blueprint,20230831161125-Blueprint Schematic Drawing.jpg,Miscellaneous,Forest River,river,"Blueprint Schematic Drawing, A river in a forest, technical drawing, blueprint, schematic","ugly, deformed, noisy, blurry, low contrast",,""
Dark Moody,20230831161141-Dark Moody Atmosphere.jpg,Miscellaneous,Forest River,river,"Dark Moody Atmosphere, A river in a forest, dramatic, mysterious, dark moody atmosphere","ugly, deformed, noisy, blurry, low contrast, vibrant, colorful, bright",,""
Logo,20230831161157-Logo Design.jpg,Miscellaneous,Forest River,river,"Logo Design, A river in a forest, dynamic graphic art, vector art, minimalist, professional logo design","ugly, deformed, noisy, blurry, low contrast",,""
Medievalism,20230831161213-Medievalism.jpg,Miscellaneous,Forest River,river,"Medievalism, A river in a forest, inspired by The Middle Ages, medieval art, elaborate patterns and decoration, Medievalism","ugly, deformed, noisy, blurry, low contrast",,""
Terragen,20230831161230-Terragen.jpg,Miscellaneous,Forest River,river,"Terragen, A river in a forest, beautiful massive landscape, epic scenery, Terragen","ugly, deformed, noisy, blurry, low contrast",,""
