title,filename,category,subject,id,prompt,negativePrompt,lora
Psychedelic,20230831191920-Psychedelic.jpg,Artstyle,Supercar,supercar,"Psychedelic style a supercar on the road . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,20230831191937-Renaissance.jpg,Artstyle,Supercar,supercar,"Renaissance style a supercar on the road . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,20230831191954-Steampunk.jpg,Artstyle,Supercar,supercar,"Steampunk style a supercar on the road . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,20230831192011-Surrealist.jpg,Artstyle,Supercar,supercar,"Surrealist art a supercar on the road . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Typography,20230831192028-Typography.jpg,Artstyle,Supercar,supercar,"Typographic art a supercar on the road . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,20230831192045-Watercolor.jpg,Artstyle,Supercar,supercar,"Watercolor painting a supercar on the road . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Fighting Game,20230831192102-Fighting Game.jpg,Game,Supercar,supercar,"Fighting game style a supercar on the road . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
GTA,20230831192119-GTA.jpg,Game,Supercar,supercar,"GTA-style artwork a supercar on the road . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Super Mario,20230831192136-Super Mario.jpg,Game,Supercar,supercar,"Super Mario style a supercar on the road . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Minecraft,20230831192153-Minecraft.jpg,Game,Supercar,supercar,"Minecraft style a supercar on the road . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,20230831192210-Pokémon.jpg,Game,Supercar,supercar,"Pokémon style a supercar on the road . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
Retro Arcade,20230831192227-Retro Arcade.jpg,Game,Supercar,supercar,"Retro arcade style a supercar on the road . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,20230831192243-Retro Game.jpg,Game,Supercar,supercar,"Retro game art a supercar on the road . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,20230831192300-RPG Fantasy Game.jpg,Game,Supercar,supercar,"Role-playing game (RPG) style fantasy a supercar on the road . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,20230831192317-Strategy Game.jpg,Game,Supercar,supercar,"Strategy game style a supercar on the road . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,20230831192334-Street Fighter.jpg,Game,Supercar,supercar,"Street Fighter style a supercar on the road . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Legend of Zelda,20230831192351-Legend of Zelda.jpg,Game,Supercar,supercar,"Legend of Zelda style a supercar on the road . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Architectural,20230831192408-Architectural.jpg,Miscellaneous,Supercar,supercar,"Architectural style a supercar on the road . Clean lines, geometric shapes, minimalist, modern, architectural drawing, highly detailed","curved lines, ornate, baroque, abstract, grunge",,""
Disco,20230831192425-Disco.jpg,Miscellaneous,Supercar,supercar,"Disco-themed a supercar on the road . Vibrant, groovy, retro 70s style, shiny disco balls, neon lights, dance floor, highly detailed","minimalist, rustic, monochrome, contemporary, simplistic",,""
Dreamscape,20230831192442-Dreamscape.jpg,Miscellaneous,Supercar,supercar,"Dreamscape a supercar on the road . Surreal, ethereal, dreamy, mysterious, fantasy, highly detailed","realistic, concrete, ordinary, mundane",,""
Dystopian,20230831192459-Dystopian.jpg,Miscellaneous,Supercar,supercar,"Dystopian style a supercar on the road . Bleak, post-apocalyptic, somber, dramatic, highly detailed","ugly, deformed, noisy, blurry, low contrast, cheerful, optimistic, vibrant, colorful",,""
Fairy Tale,20230831192516-Fairy Tale.jpg,Miscellaneous,Supercar,supercar,"Fairy tale a supercar on the road . Magical, fantastical, enchanting, storybook style, highly detailed","realistic, modern, ordinary, mundane",,""
Gothic,20230831192533-Gothic.jpg,Miscellaneous,Supercar,supercar,"Gothic style a supercar on the road . Dark, mysterious, haunting, dramatic, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, cheerful, optimistic",,""
Grunge,20230831192550-Grunge.jpg,Miscellaneous,Supercar,supercar,"Grunge style a supercar on the road . Textured, distressed, vintage, edgy, punk rock vibe, dirty, noisy","smooth, clean, minimalist, sleek, modern, photorealistic",,""
Horror,20230831192607-Horror.jpg,Miscellaneous,Supercar,supercar,"Horror-themed a supercar on the road . Eerie, unsettling, dark, spooky, suspenseful, grim, highly detailed","cheerful, bright, vibrant, light-hearted, cute",,""
Minimalist,20230831192624-Minimalist.jpg,Miscellaneous,Supercar,supercar,"Minimalist style a supercar on the road . Simple, clean, uncluttered, modern, elegant","ornate, complicated, highly detailed, cluttered, disordered, messy, noisy",,""
Monochrome,20230831192641-Monochrome.jpg,Miscellaneous,Supercar,supercar,"Monochrome a supercar on the road . Black and white, contrast, tone, texture, detailed","colorful, vibrant, noisy, blurry, deformed",,""
Nautical,20230831192658-Nautical.jpg,Miscellaneous,Supercar,supercar,"Nautical-themed a supercar on the road . Sea, ocean, ships, maritime, beach, marine life, highly detailed","landlocked, desert, mountains, urban, rustic",,""
Space,20230831192715-Space.jpg,Miscellaneous,Supercar,supercar,"Space-themed a supercar on the road . Cosmic, celestial, stars, galaxies, nebulas, planets, science fiction, highly detailed","earthly, mundane, ground-based, realism",,""
Stained Glass,20230831192732-Stained Glass.jpg,Miscellaneous,Supercar,supercar,"Stained glass style a supercar on the road . Vibrant, beautiful, translucent, intricate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Techwear Fashion,20230831192749-Techwear Fashion.jpg,Miscellaneous,Supercar,supercar,"Techwear fashion a supercar on the road . Futuristic, cyberpunk, urban, tactical, sleek, dark, highly detailed","vintage, rural, colorful, low contrast, realism, sketch, watercolor",,""
Tribal,20230831192806-Tribal.jpg,Miscellaneous,Supercar,supercar,"Tribal style a supercar on the road . Indigenous, ethnic, traditional patterns, bold, natural colors, highly detailed","modern, futuristic, minimalist, pastel",,""
Zentangle,20230831192823-Zentangle.jpg,Miscellaneous,Supercar,supercar,"Zentangle a supercar on the road . Intricate, abstract, monochrome, patterns, meditative, highly detailed","colorful, representative, simplistic, large fields of color",,""
Collage,20230831192840-Collage.jpg,Papercraft,Supercar,supercar,"Collage style a supercar on the road . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,20230831192857-Flat Papercut.jpg,Papercraft,Supercar,supercar,"Flat papercut style a supercar on the road . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,20230831192913-Kirigami.jpg,Papercraft,Supercar,supercar,"Kirigami representation of a supercar on the road . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,20230831192930-Paper Mache.jpg,Papercraft,Supercar,supercar,"Paper mache representation of a supercar on the road . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,20230831192947-Paper Quilling.jpg,Papercraft,Supercar,supercar,"Paper quilling art of a supercar on the road . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,20230831193004-Papercut Collage.jpg,Papercraft,Supercar,supercar,"Papercut collage of a supercar on the road . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,20230831193021-Papercut Shadow Box.jpg,Papercraft,Supercar,supercar,"3D papercut shadow box of a supercar on the road . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,20230831193038-Stacked Papercut.jpg,Papercraft,Supercar,supercar,"Stacked papercut art of a supercar on the road . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,20230831193055-Thick Layered Papercut.jpg,Papercraft,Supercar,supercar,"Thick layered papercut art of a supercar on the road . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,20230831193112-Alien.jpg,Photo,Supercar,supercar,"Alien-themed a supercar on the road . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Film Noir,20230831193129-Film Noir.jpg,Photo,Supercar,supercar,"Film noir style a supercar on the road . Monochrome, high contrast, dramatic shadows, 1940s style, mysterious, cinematic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vibrant, colorful",,""
HDR,20230831193145-HDR.jpg,Photo,Supercar,supercar,"HDR photo of a supercar on the road . High dynamic range, vivid, rich details, clear shadows and highlights, realistic, intense, enhanced contrast, highly detailed","flat, low contrast, oversaturated, underexposed, overexposed, blurred, noisy",,""
Long Exposure,20230831193202-Long Exposure.jpg,Photo,Supercar,supercar,"Long exposure photo of a supercar on the road . Blurred motion, streaks of light, surreal, dreamy, ghosting effect, highly detailed","static, noisy, deformed, shaky, abrupt, flat, low contrast",,""
Neon Noir,20230831193220-Neon Noir.jpg,Photo,Supercar,supercar,"Neon noir a supercar on the road . Cyberpunk, dark, rainy streets, neon signs, high contrast, low light, vibrant, highly detailed","bright, sunny, daytime, low contrast, black and white, sketch, watercolor",,""
Silhouette,20230831193237-Silhouette.jpg,Photo,Supercar,supercar,"Silhouette style a supercar on the road . High contrast, minimalistic, black and white, stark, dramatic","ugly, deformed, noisy, blurry, low contrast, color, realism, photorealistic",,""
Tilt-Shift,20230831193253-Tilt-Shift.jpg,Photo,Supercar,supercar,"Tilt-shift photo of a supercar on the road . Selective focus, miniature effect, blurred background, highly detailed, vibrant, perspective control","blurry, noisy, deformed, flat, low contrast, unrealistic, oversaturated, underexposed",,""
Luxury,20230831193310-Luxury.jpg,Ads,Supercar,supercar,"Luxury product style a supercar on the road . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Automotive,20230831193327-Automotive.jpg,Ads,Supercar,supercar,"Automotive advertisement style a supercar on the road . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,20230831193345-Corporate.jpg,Ads,Supercar,supercar,"Corporate branding style a supercar on the road . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,20230831193402-Fashion.jpg,Ads,Supercar,supercar,"Fashion editorial style a supercar on the road . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Retail,20230831193419-Retail.jpg,Ads,Supercar,supercar,"Retail packaging style a supercar on the road . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract Expressionism,20230831193436-Abstract Expressionism.jpg,Artstyle,Supercar,supercar,"abstract expressionist painting a supercar on the road . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,20230831193454-Art Deco.jpg,Artstyle,Supercar,supercar,"Art Deco style a supercar on the road . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,20230831193511-Art Nouveau.jpg,Artstyle,Supercar,supercar,"Art Nouveau style a supercar on the road . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Expressionist,20230831193546-Expressionist.jpg,Artstyle,Supercar,supercar,"expressionist a supercar on the road . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Avant-garde,20230831193603-Avant-garde.jpg,Artstyle,Supercar,supercar,"Avant-garde, a supercar on the road, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,20230831193621-Baroque.jpg,Artstyle,Supercar,supercar,"Baroque, a supercar on the road, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,20230831193638-Bauhaus-Style Poster.jpg,Artstyle,Supercar,supercar,"Bauhaus-Style Poster, a supercar on the road, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,20230831193655-Caricature.jpg,Artstyle,Supercar,supercar,"Caricature, a supercar on the road, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,20230831193712-Cel Shaded Art.jpg,Artstyle,Supercar,supercar,"Cel Shaded Art, a supercar on the road, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,20230831193727-Character Design Sheet.jpg,Artstyle,Supercar,supercar,"Character Design Sheet, a supercar on the road, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,20230831193743-Color Field Painting.jpg,Artstyle,Supercar,supercar,"Color Field Painting, a supercar on the road, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,20230831193758-Conceptual Art.jpg,Artstyle,Supercar,supercar,"Conceptual Art, a supercar on the road, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Dadaism,20230831193814-Dadaism.jpg,Artstyle,Supercar,supercar,"Dadaism Art, a supercar on the road, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dark Fantasy,20230831193829-Dark Fantasy.jpg,Artstyle,Supercar,supercar,"Dark Fantasy Art, a supercar on the road, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Fauvism,20230831193844-Fauvism.jpg,Artstyle,Supercar,supercar,"Fauvism Art, a supercar on the road, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Ink Dripping,20230831193900-Ink Dripping Drawing.jpg,Artstyle,Supercar,supercar,"Ink Dripping Drawing, a supercar on the road, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,20230831193915-Japanese Ink Drawing.jpg,Artstyle,Supercar,supercar,"Japanese Ink Drawing, a supercar on the road, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Biomechanical,20230831193931-Biomechanical.jpg,Futuristic,Supercar,supercar,"biomechanical style a supercar on the road . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,20230831193946-Biomechanical Cyberpunk.jpg,Futuristic,Supercar,supercar,"biomechanical cyberpunk a supercar on the road . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,20230831194002-Cybernetic.jpg,Futuristic,Supercar,supercar,"cybernetic style a supercar on the road . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,20230831194017-Cybernetic Robot.jpg,Futuristic,Supercar,supercar,"cybernetic robot a supercar on the road . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,20230831194033-Cyberpunk Cityscape.jpg,Futuristic,Supercar,supercar,"cyberpunk cityscape a supercar on the road . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,20230831194048-Futuristic.jpg,Futuristic,Supercar,supercar,"futuristic style a supercar on the road . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Retro Cyberpunk,20230831194104-Retro Cyberpunk.jpg,Futuristic,Supercar,supercar,"retro cyberpunk a supercar on the road . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,20230831194119-Retro Futurism.jpg,Futuristic,Supercar,supercar,"retro-futuristic a supercar on the road . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,20230831194135-Sci-Fi.jpg,Futuristic,Supercar,supercar,"sci-fi style a supercar on the road . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Vaporwave,20230831194150-Vaporwave.jpg,Futuristic,Supercar,supercar,"vaporwave style a supercar on the road . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Glitchcore,20230831194205-Glitchcore.jpg,Futuristic,Supercar,supercar,"Glitchcore Art Style, a supercar on the road, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,20230831194221-Glo-fi.jpg,Futuristic,Supercar,supercar,"Glo-fi Art Style, a supercar on the road, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Bubble Bobble,20230831194236-Bubble Bobble.jpg,Game,Supercar,supercar,"Bubble Bobble style a supercar on the road . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
Cyberpunk 2077,20230831194252-Cyberpunk Game.jpg,Game,Supercar,supercar,"cyberpunk game style a supercar on the road . neon, dystopian, futuristic, digital, vibrant, detailed, high contrast, reminiscent of cyberpunk genre video games","historical, natural, rustic, low detailed",,""
Fortnite,20230831194307-Fortnite Art Style.jpg,Game,Supercar,supercar,"Fortnite Art Style, a supercar on the road, 3D cartoon, colorful, Fortnite Art Style","ugly, deformed, noisy, blurry, low contrast, photo, realistic",,""
Kawaii,20230831194323-Kawaii.jpg,Miscellaneous,Supercar,supercar,"kawaii style a supercar on the road . cute, adorable, brightly colored, cheerful, anime influence, highly detailed","dark, scary, realistic, monochrome, abstract",,""
Lovecraftian,20230831194338-Lovecraftian.jpg,Miscellaneous,Supercar,supercar,"lovecraftian horror a supercar on the road . eldritch, cosmic horror, unknown, mysterious, surreal, highly detailed","light-hearted, mundane, familiar, simplistic, realistic",,""
Macabre,20230831194353-Macabre.jpg,Miscellaneous,Supercar,supercar,"macabre style a supercar on the road . dark, gothic, grim, haunting, highly detailed","bright, cheerful, light-hearted, cartoonish, cute",,""
Metropolis,20230831194424-Metropolis.jpg,Miscellaneous,Supercar,supercar,"metropolis-themed a supercar on the road . urban, cityscape, skyscrapers, modern, futuristic, highly detailed","rural, natural, rustic, historical, simple",,""
Academia,20230831194440-Academia.jpg,Miscellaneous,Supercar,supercar,"Academia, a supercar on the road, preppy Ivy League style, stark, dramatic, chic boarding school, academia","ugly, deformed, noisy, blurry, low contrast, grunge, sloppy, unkempt",,""
Action Figure,20230831194455-Action Figure.jpg,Miscellaneous,Supercar,supercar,"Action Figure, a supercar on the road, plastic collectable action figure, collectable toy action figure","ugly, deformed, noisy, blurry, low contrast",,""
Astral Aura,20230831194511-Astral Aura.jpg,Miscellaneous,Supercar,supercar,"Astral Aura, a supercar on the road, astral, colorful aura, vibrant energy","ugly, deformed, noisy, blurry, low contrast",,""
Blueprint,20230831194526-Blueprint Schematic Drawing.jpg,Miscellaneous,Supercar,supercar,"Blueprint Schematic Drawing, a supercar on the road, technical drawing, blueprint, schematic","ugly, deformed, noisy, blurry, low contrast",,""
