title,filename,category,subject,id,prompt,negativePrompt,lora
Line Art,20230901202518-Line Art.jpg,Stability's AI,Close-up Portrait,close-up,"line art drawing very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . professional, sleek, modern, minimalist, graphic, line art, vector graphics","anime, photorealistic, 35mm film, deformed, glitch, blurry, noisy, off-center, deformed, cross-eyed, closed eyes, bad anatomy, ugly, disfigured, mutated, realism, realistic, impressionism, expressionism, oil, acrylic",,""
Lowpoly,20230901202535-Lowpoly.jpg,Stability's AI,Close-up Portrait,close-up,"low-poly style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . low-poly game art, polygon mesh, jagged, blocky, wireframe edges, centered composition","noisy, sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Neon Punk,20230901202552-Neon Punk.jpg,Stability's AI,Close-up Portrait,close-up,"neonpunk style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . cyberpunk, vaporwave, neon, vibes, vibrant, stunningly beautiful, crisp, detailed, sleek, ultramodern, magenta highlights, dark purple shadows, high contrast, cinematic, ultra detailed, intricate, professional","painting, drawing, illustration, glitch, deformed, mutated, cross-eyed, ugly, disfigured",,""
Origami,20230901202609-Origami.jpg,Stability's AI,Close-up Portrait,close-up,"origami style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . paper art, pleated paper, folded, origami art, pleats, cut and fold, centered composition","noisy, sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Photographic,20230901202626-Photographic.jpg,Stability's AI,Close-up Portrait,close-up,"cinematic photo very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . 35mm photograph, film, bokeh, professional, 4k, highly detailed","drawing, painting, crayon, sketch, graphite, impressionist, noisy, blurry, soft, deformed, ugly",,""
Pixel Art,20230901202643-Pixel Art.jpg,Stability's AI,Close-up Portrait,close-up,"pixel-art very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . low-res, blocky, pixel art style, 8-bit graphics","sloppy, messy, blurry, noisy, highly detailed, ultra textured, photo, realistic",,""
Texture,20230901202700-Texture.jpg,Stability's AI,Close-up Portrait,close-up,"texture very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes top down close-up","ugly, deformed, noisy, blurry",,""
Advertising,20230901202717-Advertising.jpg,Ads,Close-up Portrait,close-up,"Advertising poster style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Professional, modern, product-focused, commercial, eye-catching, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Food Photography,20230901202734-Food Photography.jpg,Ads,Close-up Portrait,close-up,"Food photography style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Appetizing, professional, culinary, high-resolution, commercial, highly detailed","unappetizing, sloppy, unprofessional, noisy, blurry",,""
Real Estate,20230901202751-Real Estate.jpg,Ads,Close-up Portrait,close-up,"Real estate photography style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Professional, inviting, well-lit, high-resolution, property-focused, commercial, highly detailed","dark, blurry, unappealing, noisy, unprofessional",,""
Abstract,20230901202808-Abstract.jpg,Artstyle,Close-up Portrait,close-up,"Abstract style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete",,""
Cubist,20230901202825-Cubist.jpg,Artstyle,Close-up Portrait,close-up,"Cubist artwork very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Graffiti,20230901202842-Graffiti.jpg,Artstyle,Close-up Portrait,close-up,"Graffiti style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Hyperrealism,20230901202859-Hyperrealism.jpg,Artstyle,Close-up Portrait,close-up,"Hyperrealistic art very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Impressionist,20230901202916-Impressionist.jpg,Artstyle,Close-up Portrait,close-up,"Impressionist painting very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Pointillism,20230901202933-Pointillism.jpg,Artstyle,Close-up Portrait,close-up,"Pointillism style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,20230901202950-Pop Art.jpg,Artstyle,Close-up Portrait,close-up,"Pop Art style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,20230901203007-Psychedelic.jpg,Artstyle,Close-up Portrait,close-up,"Psychedelic style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,20230901203024-Renaissance.jpg,Artstyle,Close-up Portrait,close-up,"Renaissance style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,20230901203040-Steampunk.jpg,Artstyle,Close-up Portrait,close-up,"Steampunk style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,20230901203056-Surrealist.jpg,Artstyle,Close-up Portrait,close-up,"Surrealist art very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Typography,20230901203112-Typography.jpg,Artstyle,Close-up Portrait,close-up,"Typographic art very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,20230901203129-Watercolor.jpg,Artstyle,Close-up Portrait,close-up,"Watercolor painting very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Fighting Game,20230901203145-Fighting Game.jpg,Game,Close-up Portrait,close-up,"Fighting game style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
GTA,20230901203201-GTA.jpg,Game,Close-up Portrait,close-up,"GTA-style artwork very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Super Mario,20230901203217-Super Mario.jpg,Game,Close-up Portrait,close-up,"Super Mario style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Minecraft,20230901203233-Minecraft.jpg,Game,Close-up Portrait,close-up,"Minecraft style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,20230901203250-Pokémon.jpg,Game,Close-up Portrait,close-up,"Pokémon style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
Retro Arcade,20230901203306-Retro Arcade.jpg,Game,Close-up Portrait,close-up,"Retro arcade style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,20230901203322-Retro Game.jpg,Game,Close-up Portrait,close-up,"Retro game art very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,20230901203338-RPG Fantasy Game.jpg,Game,Close-up Portrait,close-up,"Role-playing game (RPG) style fantasy very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,20230901203354-Strategy Game.jpg,Game,Close-up Portrait,close-up,"Strategy game style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,20230901203410-Street Fighter.jpg,Game,Close-up Portrait,close-up,"Street Fighter style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Legend of Zelda,20230901203427-Legend of Zelda.jpg,Game,Close-up Portrait,close-up,"Legend of Zelda style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Architectural,20230901203443-Architectural.jpg,Miscellaneous,Close-up Portrait,close-up,"Architectural style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Clean lines, geometric shapes, minimalist, modern, architectural drawing, highly detailed","curved lines, ornate, baroque, abstract, grunge",,""
Disco,20230901203459-Disco.jpg,Miscellaneous,Close-up Portrait,close-up,"Disco-themed very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Vibrant, groovy, retro 70s style, shiny disco balls, neon lights, dance floor, highly detailed","minimalist, rustic, monochrome, contemporary, simplistic",,""
Dreamscape,20230901203515-Dreamscape.jpg,Miscellaneous,Close-up Portrait,close-up,"Dreamscape very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Surreal, ethereal, dreamy, mysterious, fantasy, highly detailed","realistic, concrete, ordinary, mundane",,""
Dystopian,20230901203530-Dystopian.jpg,Miscellaneous,Close-up Portrait,close-up,"Dystopian style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Bleak, post-apocalyptic, somber, dramatic, highly detailed","ugly, deformed, noisy, blurry, low contrast, cheerful, optimistic, vibrant, colorful",,""
Fairy Tale,20230901203546-Fairy Tale.jpg,Miscellaneous,Close-up Portrait,close-up,"Fairy tale very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Magical, fantastical, enchanting, storybook style, highly detailed","realistic, modern, ordinary, mundane",,""
Gothic,20230901203602-Gothic.jpg,Miscellaneous,Close-up Portrait,close-up,"Gothic style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Dark, mysterious, haunting, dramatic, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, cheerful, optimistic",,""
Grunge,20230901203618-Grunge.jpg,Miscellaneous,Close-up Portrait,close-up,"Grunge style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Textured, distressed, vintage, edgy, punk rock vibe, dirty, noisy","smooth, clean, minimalist, sleek, modern, photorealistic",,""
Horror,20230901203634-Horror.jpg,Miscellaneous,Close-up Portrait,close-up,"Horror-themed very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Eerie, unsettling, dark, spooky, suspenseful, grim, highly detailed","cheerful, bright, vibrant, light-hearted, cute",,""
Minimalist,20230901203649-Minimalist.jpg,Miscellaneous,Close-up Portrait,close-up,"Minimalist style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Simple, clean, uncluttered, modern, elegant","ornate, complicated, highly detailed, cluttered, disordered, messy, noisy",,""
Monochrome,20230901203705-Monochrome.jpg,Miscellaneous,Close-up Portrait,close-up,"Monochrome very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Black and white, contrast, tone, texture, detailed","colorful, vibrant, noisy, blurry, deformed",,""
Nautical,20230901203720-Nautical.jpg,Miscellaneous,Close-up Portrait,close-up,"Nautical-themed very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Sea, ocean, ships, maritime, beach, marine life, highly detailed","landlocked, desert, mountains, urban, rustic",,""
Space,20230901203735-Space.jpg,Miscellaneous,Close-up Portrait,close-up,"Space-themed very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Cosmic, celestial, stars, galaxies, nebulas, planets, science fiction, highly detailed","earthly, mundane, ground-based, realism",,""
Stained Glass,20230901203750-Stained Glass.jpg,Miscellaneous,Close-up Portrait,close-up,"Stained glass style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Vibrant, beautiful, translucent, intricate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Techwear Fashion,20230901203805-Techwear Fashion.jpg,Miscellaneous,Close-up Portrait,close-up,"Techwear fashion very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Futuristic, cyberpunk, urban, tactical, sleek, dark, highly detailed","vintage, rural, colorful, low contrast, realism, sketch, watercolor",,""
Tribal,20230901203820-Tribal.jpg,Miscellaneous,Close-up Portrait,close-up,"Tribal style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Indigenous, ethnic, traditional patterns, bold, natural colors, highly detailed","modern, futuristic, minimalist, pastel",,""
Zentangle,20230901203835-Zentangle.jpg,Miscellaneous,Close-up Portrait,close-up,"Zentangle very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Intricate, abstract, monochrome, patterns, meditative, highly detailed","colorful, representative, simplistic, large fields of color",,""
Collage,20230901203850-Collage.jpg,Papercraft,Close-up Portrait,close-up,"Collage style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,20230901203905-Flat Papercut.jpg,Papercraft,Close-up Portrait,close-up,"Flat papercut style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,20230901203920-Kirigami.jpg,Papercraft,Close-up Portrait,close-up,"Kirigami representation of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,20230901203934-Paper Mache.jpg,Papercraft,Close-up Portrait,close-up,"Paper mache representation of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,20230901203949-Paper Quilling.jpg,Papercraft,Close-up Portrait,close-up,"Paper quilling art of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,20230901204004-Papercut Collage.jpg,Papercraft,Close-up Portrait,close-up,"Papercut collage of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,20230901204019-Papercut Shadow Box.jpg,Papercraft,Close-up Portrait,close-up,"3D papercut shadow box of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,20230901204034-Stacked Papercut.jpg,Papercraft,Close-up Portrait,close-up,"Stacked papercut art of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,20230901204049-Thick Layered Papercut.jpg,Papercraft,Close-up Portrait,close-up,"Thick layered papercut art of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,20230901204104-Alien.jpg,Photo,Close-up Portrait,close-up,"Alien-themed very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Film Noir,20230901204119-Film Noir.jpg,Photo,Close-up Portrait,close-up,"Film noir style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Monochrome, high contrast, dramatic shadows, 1940s style, mysterious, cinematic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vibrant, colorful",,""
HDR,20230901204134-HDR.jpg,Photo,Close-up Portrait,close-up,"HDR photo of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . High dynamic range, vivid, rich details, clear shadows and highlights, realistic, intense, enhanced contrast, highly detailed","flat, low contrast, oversaturated, underexposed, overexposed, blurred, noisy",,""
Long Exposure,20230901204149-Long Exposure.jpg,Photo,Close-up Portrait,close-up,"Long exposure photo of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Blurred motion, streaks of light, surreal, dreamy, ghosting effect, highly detailed","static, noisy, deformed, shaky, abrupt, flat, low contrast",,""
Neon Noir,20230901204204-Neon Noir.jpg,Photo,Close-up Portrait,close-up,"Neon noir very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Cyberpunk, dark, rainy streets, neon signs, high contrast, low light, vibrant, highly detailed","bright, sunny, daytime, low contrast, black and white, sketch, watercolor",,""
Silhouette,20230901204219-Silhouette.jpg,Photo,Close-up Portrait,close-up,"Silhouette style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . High contrast, minimalistic, black and white, stark, dramatic","ugly, deformed, noisy, blurry, low contrast, color, realism, photorealistic",,""
Tilt-Shift,20230901204234-Tilt-Shift.jpg,Photo,Close-up Portrait,close-up,"Tilt-shift photo of very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Selective focus, miniature effect, blurred background, highly detailed, vibrant, perspective control","blurry, noisy, deformed, flat, low contrast, unrealistic, oversaturated, underexposed",,""
Luxury,20230901204249-Luxury.jpg,Ads,Close-up Portrait,close-up,"Luxury product style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Automotive,20230901204304-Automotive.jpg,Ads,Close-up Portrait,close-up,"Automotive advertisement style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,20230901204319-Corporate.jpg,Ads,Close-up Portrait,close-up,"Corporate branding style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,20230901204334-Fashion.jpg,Ads,Close-up Portrait,close-up,"Fashion editorial style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Retail,20230901204349-Retail.jpg,Ads,Close-up Portrait,close-up,"Retail packaging style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract Expressionism,20230901204404-Abstract Expressionism.jpg,Artstyle,Close-up Portrait,close-up,"abstract expressionist painting very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,20230901204419-Art Deco.jpg,Artstyle,Close-up Portrait,close-up,"Art Deco style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,20230901204434-Art Nouveau.jpg,Artstyle,Close-up Portrait,close-up,"Art Nouveau style very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Expressionist,20230901204504-Expressionist.jpg,Artstyle,Close-up Portrait,close-up,"expressionist very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Avant-garde,20230901204519-Avant-garde.jpg,Artstyle,Close-up Portrait,close-up,"Avant-garde, very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,20230901204534-Baroque.jpg,Artstyle,Close-up Portrait,close-up,"Baroque, very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,20230901204549-Bauhaus-Style Poster.jpg,Artstyle,Close-up Portrait,close-up,"Bauhaus-Style Poster, very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,20230901204604-Caricature.jpg,Artstyle,Close-up Portrait,close-up,"Caricature, very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,20230901204619-Cel Shaded Art.jpg,Artstyle,Close-up Portrait,close-up,"Cel Shaded Art, very close-up portrait of a young beautiful women, freckles, redhead, amazing eyes, green eyes, perfect eyes, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
