title,filename,category,subject,id,prompt,negativePrompt,lora
Origami,00625-Origami.jpg,Stability's AI,Vines,vines,"origami style a girl with vines wrapped around her chest . paper art, pleated paper, folded, origami art, pleats, cut and fold, centered composition","noisy, sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Photographic,00626-Photographic.jpg,Stability's AI,Vines,vines,"cinematic photo a girl with vines wrapped around her chest . 35mm photograph, film, bokeh, professional, 4k, highly detailed","drawing, painting, crayon, sketch, graphite, impressionist, noisy, blurry, soft, deformed, ugly",,""
Pixel Art,00627-Pixel Art.jpg,Stability's AI,Vines,vines,"pixel-art a girl with vines wrapped around her chest . low-res, blocky, pixel art style, 8-bit graphics","sloppy, messy, blurry, noisy, highly detailed, ultra textured, photo, realistic",,""
Texture,00628-Texture.jpg,Stability's AI,Vines,vines,"texture a girl with vines wrapped around her chest top down close-up","ugly, deformed, noisy, blurry",,""
Advertising,00629-Advertising.jpg,Ads,Vines,vines,"Advertising poster style a girl with vines wrapped around her chest . Professional, modern, product-focused, commercial, eye-catching, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Automotive,00630-Automotive.jpg,Ads,Vines,vines,"Automotive advertisement style a girl with vines wrapped around her chest . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,00631-Corporate.jpg,Ads,Vines,vines,"Corporate branding style a girl with vines wrapped around her chest . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,00632-Fashion.jpg,Ads,Vines,vines,"Fashion editorial style a girl with vines wrapped around her chest . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Food Photography,00633-Food Photography.jpg,Ads,Vines,vines,"Food photography style a girl with vines wrapped around her chest . Appetizing, professional, culinary, high-resolution, commercial, highly detailed","unappetizing, sloppy, unprofessional, noisy, blurry",,""
Luxury,00634-Luxury.jpg,Ads,Vines,vines,"Luxury product style a girl with vines wrapped around her chest . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Real Estate,00635-Real Estate.jpg,Ads,Vines,vines,"Real estate photography style a girl with vines wrapped around her chest . Professional, inviting, well-lit, high-resolution, property-focused, commercial, highly detailed","dark, blurry, unappealing, noisy, unprofessional",,""
Retail,00636-Retail.jpg,Ads,Vines,vines,"Retail packaging style a girl with vines wrapped around her chest . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract,00637-Abstract.jpg,Artstyle,Vines,vines,"Abstract style a girl with vines wrapped around her chest . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete",,""
Abstract Expressionism,00638-Abstract Expressionism.jpg,Artstyle,Vines,vines,"abstract expressionist painting a girl with vines wrapped around her chest . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,00639-Art Deco.jpg,Artstyle,Vines,vines,"Art Deco style a girl with vines wrapped around her chest . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,00640-Art Nouveau.jpg,Artstyle,Vines,vines,"Art Nouveau style a girl with vines wrapped around her chest . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Avant-garde,00641-Avant-garde.jpg,Artstyle,Vines,vines,"Avant-garde, a girl with vines wrapped around her chest, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,00642-Baroque.jpg,Artstyle,Vines,vines,"Baroque, a girl with vines wrapped around her chest, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,00643-Bauhaus-Style Poster.jpg,Artstyle,Vines,vines,"Bauhaus-Style Poster, a girl with vines wrapped around her chest, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,00644-Caricature.jpg,Artstyle,Vines,vines,"Caricature, a girl with vines wrapped around her chest, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,00645-Cel Shaded Art.jpg,Artstyle,Vines,vines,"Cel Shaded Art, a girl with vines wrapped around her chest, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,00646-Character Design Sheet.jpg,Artstyle,Vines,vines,"Character Design Sheet, a girl with vines wrapped around her chest, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,00647-Color Field Painting.jpg,Artstyle,Vines,vines,"Color Field Painting, a girl with vines wrapped around her chest, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,00648-Conceptual Art.jpg,Artstyle,Vines,vines,"Conceptual Art, a girl with vines wrapped around her chest, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Cubist,00650-Cubist.jpg,Artstyle,Vines,vines,"Cubist artwork a girl with vines wrapped around her chest . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Dadaism,00651-Dadaism.jpg,Artstyle,Vines,vines,"Dadaism Art, a girl with vines wrapped around her chest, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dali,00652-Dali.jpg,Artstyle,Vines,vines,"a girl with vines wrapped around her chest, <lora:dali:1> d4lixl","",,"Salvador Dali SDXL 1.0 art style lora"
Dark Fantasy,00653-Dark Fantasy.jpg,Artstyle,Vines,vines,"Dark Fantasy Art, a girl with vines wrapped around her chest, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Expressionist,00654-Expressionist.jpg,Artstyle,Vines,vines,"expressionist a girl with vines wrapped around her chest . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Fauvism,00655-Fauvism.jpg,Artstyle,Vines,vines,"Fauvism Art, a girl with vines wrapped around her chest, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Folk Art,00656-Folk Art.jpg,Artstyle,Vines,vines,"a girl with vines wrapped around her chest, <lora:folk-art:1> Folk Art page","",,"Folk Art"
Graffiti,00657-Graffiti.jpg,Artstyle,Vines,vines,"Graffiti style a girl with vines wrapped around her chest . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Hyperrealism,00658-Hyperrealism.jpg,Artstyle,Vines,vines,"Hyperrealistic art a girl with vines wrapped around her chest . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Impressionist,00659-Impressionist.jpg,Artstyle,Vines,vines,"Impressionist painting a girl with vines wrapped around her chest . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Ink Dripping,00660-Ink Dripping Drawing.jpg,Artstyle,Vines,vines,"Ink Dripping Drawing, a girl with vines wrapped around her chest, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,00661-Japanese Ink Drawing.jpg,Artstyle,Vines,vines,"Japanese Ink Drawing, a girl with vines wrapped around her chest, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
John Berkey,00662-John Berkey.jpg,Artstyle,Vines,vines,"a girl with vines wrapped around her chest, <lora:john-berkey:1> John Berkey Style page","",,"John Berkey Style"
Pointillism,00665-Pointillism.jpg,Artstyle,Vines,vines,"Pointillism style a girl with vines wrapped around her chest . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,00666-Pop Art.jpg,Artstyle,Vines,vines,"Pop Art style a girl with vines wrapped around her chest . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,00667-Psychedelic.jpg,Artstyle,Vines,vines,"Psychedelic style a girl with vines wrapped around her chest . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,00668-Renaissance.jpg,Artstyle,Vines,vines,"Renaissance style a girl with vines wrapped around her chest . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,00669-Steampunk.jpg,Artstyle,Vines,vines,"Steampunk style a girl with vines wrapped around her chest . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,00670-Surrealist.jpg,Artstyle,Vines,vines,"Surrealist art a girl with vines wrapped around her chest . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Terrible FanArt,00671-Terrible FanArt.jpg,Artstyle,Vines,vines,"<lora:terrible-fanart:0.8> PETerribleFanArt, badly drawn, terrible drawing, ugly, creepy, a girl with vines wrapped around her chest","",,"PE Shitty FanArt"
Typography,00672-Typography.jpg,Artstyle,Vines,vines,"Typographic art a girl with vines wrapped around her chest . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,00673-Watercolor.jpg,Artstyle,Vines,vines,"Watercolor painting a girl with vines wrapped around her chest . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Biomechanical,00674-Biomechanical.jpg,Futuristic,Vines,vines,"biomechanical style a girl with vines wrapped around her chest . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,00675-Biomechanical Cyberpunk.jpg,Futuristic,Vines,vines,"biomechanical cyberpunk a girl with vines wrapped around her chest . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,00676-Cybernetic.jpg,Futuristic,Vines,vines,"cybernetic style a girl with vines wrapped around her chest . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,00677-Cybernetic Robot.jpg,Futuristic,Vines,vines,"cybernetic robot a girl with vines wrapped around her chest . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,00678-Cyberpunk Cityscape.jpg,Futuristic,Vines,vines,"cyberpunk cityscape a girl with vines wrapped around her chest . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,00679-Futuristic.jpg,Futuristic,Vines,vines,"futuristic style a girl with vines wrapped around her chest . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Glitchcore,00680-Glitchcore.jpg,Futuristic,Vines,vines,"Glitchcore Art Style, a girl with vines wrapped around her chest, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,00681-Glo-fi.jpg,Futuristic,Vines,vines,"Glo-fi Art Style, a girl with vines wrapped around her chest, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Retro Cyberpunk,00682-Retro Cyberpunk.jpg,Futuristic,Vines,vines,"retro cyberpunk a girl with vines wrapped around her chest . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,00683-Retro Futurism.jpg,Futuristic,Vines,vines,"retro-futuristic a girl with vines wrapped around her chest . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,00684-Sci-Fi.jpg,Futuristic,Vines,vines,"sci-fi style a girl with vines wrapped around her chest . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Vaporwave,00685-Vaporwave.jpg,Futuristic,Vines,vines,"vaporwave style a girl with vines wrapped around her chest . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Bubble Bobble,00686-Bubble Bobble.jpg,Game,Vines,vines,"Bubble Bobble style a girl with vines wrapped around her chest . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
Cyberpunk 2077,00687-Cyberpunk Game.jpg,Game,Vines,vines,"cyberpunk game style a girl with vines wrapped around her chest . neon, dystopian, futuristic, digital, vibrant, detailed, high contrast, reminiscent of cyberpunk genre video games","historical, natural, rustic, low detailed",,""
Fighting Game,00688-Fighting Game.jpg,Game,Vines,vines,"Fighting game style a girl with vines wrapped around her chest . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
Fortnite,00689-Fortnite Art Style.jpg,Game,Vines,vines,"Fortnite Art Style, a girl with vines wrapped around her chest, 3D cartoon, colorful, Fortnite Art Style","ugly, deformed, noisy, blurry, low contrast, photo, realistic",,""
GTA,00690-GTA.jpg,Game,Vines,vines,"GTA-style artwork a girl with vines wrapped around her chest . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Legend of Zelda,00691-Legend of Zelda.jpg,Game,Vines,vines,"Legend of Zelda style a girl with vines wrapped around her chest . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Minecraft,00692-Minecraft.jpg,Game,Vines,vines,"Minecraft style a girl with vines wrapped around her chest . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,00693-Pokémon.jpg,Game,Vines,vines,"Pokémon style a girl with vines wrapped around her chest . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
Retro Arcade,00695-Retro Arcade.jpg,Game,Vines,vines,"Retro arcade style a girl with vines wrapped around her chest . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,00696-Retro Game.jpg,Game,Vines,vines,"Retro game art a girl with vines wrapped around her chest . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,00697-RPG Fantasy Game.jpg,Game,Vines,vines,"Role-playing game (RPG) style fantasy a girl with vines wrapped around her chest . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,00698-Strategy Game.jpg,Game,Vines,vines,"Strategy game style a girl with vines wrapped around her chest . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,00699-Street Fighter.jpg,Game,Vines,vines,"Street Fighter style a girl with vines wrapped around her chest . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Super Mario,00700-Super Mario.jpg,Game,Vines,vines,"Super Mario style a girl with vines wrapped around her chest . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Voxel,00701-Voxel.jpg,Game,Vines,vines,"a girl with vines wrapped around her chest, <lora:voxel-xl:1> voxel style","",,"Voxel XL"
Collage,00702-Collage.jpg,Papercraft,Vines,vines,"Collage style a girl with vines wrapped around her chest . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,00703-Flat Papercut.jpg,Papercraft,Vines,vines,"Flat papercut style a girl with vines wrapped around her chest . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,00704-Kirigami.jpg,Papercraft,Vines,vines,"Kirigami representation of a girl with vines wrapped around her chest . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,00705-Paper Mache.jpg,Papercraft,Vines,vines,"Paper mache representation of a girl with vines wrapped around her chest . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,00706-Paper Quilling.jpg,Papercraft,Vines,vines,"Paper quilling art of a girl with vines wrapped around her chest . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,00707-Papercut Collage.jpg,Papercraft,Vines,vines,"Papercut collage of a girl with vines wrapped around her chest . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,00708-Papercut Shadow Box.jpg,Papercraft,Vines,vines,"3D papercut shadow box of a girl with vines wrapped around her chest . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,00709-Stacked Papercut.jpg,Papercraft,Vines,vines,"Stacked papercut art of a girl with vines wrapped around her chest . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,00710-Thick Layered Papercut.jpg,Papercraft,Vines,vines,"Thick layered papercut art of a girl with vines wrapped around her chest . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,00711-Alien.jpg,Photo,Vines,vines,"Alien-themed a girl with vines wrapped around her chest . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Cinematic (Jugger XL),00712-Jugger XL (Cinematic).jpg,Photo,Vines,vines,"a girl with vines wrapped around her chest, <lora:jugger-xl:1> Cinematic","",,"Juggernaut Cinematic XL LoRA"
Cinematic Lighting (Jugger XL),00713-Jugger XL (Cinematic Lighting).jpg,Photo,Vines,vines,"a girl with vines wrapped around her chest, <lora:jugger-xl:1> Cinematic Lighting","",,"Juggernaut Cinematic XL LoRA"
Cinematic Shot (Jugger XL),00714-Jugger XL (Cinematic Shot).jpg,Photo,Vines,vines,"a girl with vines wrapped around her chest, <lora:jugger-xl:1> Cinematic Shot","",,"Juggernaut Cinematic XL LoRA"
Double Exposure,00715-Double Exposure.jpg,Photo,Vines,vines,"Double Exposure Style, a girl with vines wrapped around her chest, double image ghost effect, image combination, double exposure style","ugly, deformed, noisy, blurry, low contrast",,""
Faded Polaroid Photo,00716-Faded Polaroid Photo.jpg,Photo,Vines,vines,"Faded Polaroid Photo, a girl with vines wrapped around her chest, analog, old faded photo, old polaroid","ugly, deformed, noisy, blurry, low contrast, vibrant, colorful",,""
