title,filename,category,subject,id,prompt,negativePrompt,lora
Texture,00020-Texture.jpg,Stability's AI,Anubis,egypt,"texture a Anubis in front of a temple, with desert top down close-up","ugly, deformed, noisy, blurry",,""
Advertising,00021-Advertising.jpg,Ads,Anubis,egypt,"Advertising poster style a Anubis in front of a temple, with desert . Professional, modern, product-focused, commercial, eye-catching, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Automotive,00022-Automotive.jpg,Ads,Anubis,egypt,"Automotive advertisement style a Anubis in front of a temple, with desert . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,00023-Corporate.jpg,Ads,Anubis,egypt,"Corporate branding style a Anubis in front of a temple, with desert . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,00024-Fashion.jpg,Ads,Anubis,egypt,"Fashion editorial style a Anubis in front of a temple, with desert . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Food Photography,00025-Food Photography.jpg,Ads,Anubis,egypt,"Food photography style a Anubis in front of a temple, with desert . Appetizing, professional, culinary, high-resolution, commercial, highly detailed","unappetizing, sloppy, unprofessional, noisy, blurry",,""
Luxury,00026-Luxury.jpg,Ads,Anubis,egypt,"Luxury product style a Anubis in front of a temple, with desert . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Real Estate,00027-Real Estate.jpg,Ads,Anubis,egypt,"Real estate photography style a Anubis in front of a temple, with desert . Professional, inviting, well-lit, high-resolution, property-focused, commercial, highly detailed","dark, blurry, unappealing, noisy, unprofessional",,""
Retail,00028-Retail.jpg,Ads,Anubis,egypt,"Retail packaging style a Anubis in front of a temple, with desert . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract,00029-Abstract.jpg,Artstyle,Anubis,egypt,"Abstract style a Anubis in front of a temple, with desert . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete",,""
Abstract Expressionism,00030-Abstract Expressionism.jpg,Artstyle,Anubis,egypt,"abstract expressionist painting a Anubis in front of a temple, with desert . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,00031-Art Deco.jpg,Artstyle,Anubis,egypt,"Art Deco style a Anubis in front of a temple, with desert . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,00032-Art Nouveau.jpg,Artstyle,Anubis,egypt,"Art Nouveau style a Anubis in front of a temple, with desert . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Avant-garde,00033-Avant-garde.jpg,Artstyle,Anubis,egypt,"Avant-garde, a Anubis in front of a temple, with desert, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,00034-Baroque.jpg,Artstyle,Anubis,egypt,"Baroque, a Anubis in front of a temple, with desert, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,00035-Bauhaus-Style Poster.jpg,Artstyle,Anubis,egypt,"Bauhaus-Style Poster, a Anubis in front of a temple, with desert, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,00036-Caricature.jpg,Artstyle,Anubis,egypt,"Caricature, a Anubis in front of a temple, with desert, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,00037-Cel Shaded Art.jpg,Artstyle,Anubis,egypt,"Cel Shaded Art, a Anubis in front of a temple, with desert, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Moebius,00037-Moebius.jpg,Artstyle,Anubis,egypt,"<lora:moebius-xl:1> Moebius (Jean Giraud) Style page, a Anubis in front of a temple, with desert","",,"Moebius (Jean Giraud) Style"
Character Design,00038-Character Design Sheet.jpg,Artstyle,Anubis,egypt,"Character Design Sheet, a Anubis in front of a temple, with desert, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Pablo Picasso,00038-Pablo Picasso.jpg,Artstyle,Anubis,egypt,"<lora:picasso:1> p1c4ss0, a abstract painting of a Anubis in front of a temple, with desert, by pablo picasso, Cubism","",,"Pablo Picasso ∞ SD XL 1.0"
Color Field Painting,00039-Color Field Painting.jpg,Artstyle,Anubis,egypt,"Color Field Painting, a Anubis in front of a temple, with desert, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Van Gogh,00039-Van Gogh.jpg,Artstyle,Anubis,egypt,"v0ng44g, p14nt1ng, a painting of a Anubis in front of a temple, with desert, by van Gogh <lora:vangogh:1>","",,"VanGoghBrushwork SD XL 1.0"
Conceptual Art,00040-Conceptual Art.jpg,Artstyle,Anubis,egypt,"Conceptual Art, a Anubis in front of a temple, with desert, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Fx Monster (Meatsack),00040-Fx Monster (Meatsack).jpg,Miscellaneous,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:fx-monsters-xl-meatsack:0.7> fx-monsters-xl-meatsack, creature, monster","",,"Fx-Monsters Meatsack"
Crayon,00041-Crayon.jpg,Artstyle,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:crayons_v1_sdxl:1>","",,"Crayon Style"
LEGO BrickHeadz,00041-LEGO BrickHeadz.jpg,Miscellaneous,Anubis,egypt,"LEGO BrickHeadz, a Anubis in front of a temple, with desert, <lora:lego-xl:0.8>","",,"LeLo - LEGO LoRA for XL & SD1.5"
Cubist,00042-Cubist.jpg,Artstyle,Anubis,egypt,"Cubist artwork a Anubis in front of a temple, with desert . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
LEGO Creator,00042-LEGO Creator.jpg,Miscellaneous,Anubis,egypt,"LEGO Creator, a Anubis in front of a temple, with desert, <lora:lego-xl:0.8>","",,"LeLo - LEGO LoRA for XL & SD1.5"
Dadaism,00043-Dadaism.jpg,Artstyle,Anubis,egypt,"Dadaism Art, a Anubis in front of a temple, with desert, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
LEGO MiniFig,00043-LEGO MiniFig.jpg,Miscellaneous,Anubis,egypt,"LEGO MiniFig, a Anubis in front of a temple, with desert, <lora:lego-xl:0.8>","",,"LeLo - LEGO LoRA for XL & SD1.5"
Dali,00044-Dali.jpg,Artstyle,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:dali:1> d4lixl","",,"Salvador Dali SDXL 1.0 art style lora"
Dark Fantasy,00045-Dark Fantasy.jpg,Artstyle,Anubis,egypt,"Dark Fantasy Art, a Anubis in front of a temple, with desert, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Expressionist,00046-Expressionist.jpg,Artstyle,Anubis,egypt,"expressionist a Anubis in front of a temple, with desert . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Fauvism,00047-Fauvism.jpg,Artstyle,Anubis,egypt,"Fauvism Art, a Anubis in front of a temple, with desert, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Folk Art,00048-Folk Art.jpg,Artstyle,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:folk-art:1> Folk Art page","",,"Folk Art"
Graffiti,00049-Graffiti.jpg,Artstyle,Anubis,egypt,"Graffiti style a Anubis in front of a temple, with desert . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Monochrome Surrealism,00049-Monochrome Surrealism.jpg,Artstyle,Anubis,egypt,"<lora:Jorg_Karg_Monochrome_Surrealism_SDXL:1> jorg karg, a Anubis in front of a temple, with desert","",,"Jorg Karg (Monochrome Surrealism) [SDXL]"
Hyperrealism,00050-Hyperrealism.jpg,Artstyle,Anubis,egypt,"Hyperrealistic art a Anubis in front of a temple, with desert . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Psychedelic Noir,00050-Psychedelic Noir.jpg,Artstyle,Anubis,egypt,"<lora:Psychedelic_Noir__sdxl:1> a Anubis in front of a temple, with desert","",,"Psychedelic Noir"
Impressionist,00051-Impressionist.jpg,Artstyle,Anubis,egypt,"Impressionist painting a Anubis in front of a temple, with desert . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Soviet Poster,00051-Soviet Poster.jpg,Artstyle,Anubis,egypt,"<lora:Soviet-poster:1> soviet poster, a Anubis in front of a temple, with desert","",,"Soviet poster XL"
Fisheye,00052-Fisheye.jpg,Photo,Anubis,egypt,"(Fisheye-shot photograph:1.3) of a Anubis in front of a temple, with desert","ugly, deformed, noisy, blurry, low contrast",,""
Ink Dripping,00052-Ink Dripping Drawing.jpg,Artstyle,Anubis,egypt,"Ink Dripping Drawing, a Anubis in front of a temple, with desert, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Flash,00053-Flash.jpg,Photo,Anubis,egypt,"<lora:sdxl_darkflash_v6:0.8> very dark focused flash photo, a Anubis in front of a temple, with desert","",,"Flash Photo SDXL"
Japanese Ink,00053-Japanese Ink Drawing.jpg,Artstyle,Anubis,egypt,"Japanese Ink Drawing, a Anubis in front of a temple, with desert, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
John Berkey,00054-John Berkey.jpg,Artstyle,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:john-berkey:1> John Berkey Style page","",,"John Berkey Style"
Photo Prism,00054-Photo Prism.jpg,Photo,Anubis,egypt,"<lora:F8HAUSPRISM:1> lomo artistic starburst filter grainy film photograph portrait of a Anubis in front of a temple, with desert, colorful lights, psychedelic, a hologram, holography, monotones, blown out","",,"F0T0PR1ZM XL"
Junji Ito,00055-Junji Ito.jpg,Artstyle,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:XL_itoStyleLycoris:1>","",,"Junji Ito Style (XL)"
Neon Sign,00055-Neon Sign.jpg,Miscellaneous,Anubis,egypt,"<lora:PE_NeonSignStyle:0.9> PENeonSign, neon Sign, glowing, colorful, a Anubis in front of a temple, with desert","",,"PE Neon Sign [Style]"
Pointillism,00057-Pointillism.jpg,Artstyle,Anubis,egypt,"Pointillism style a Anubis in front of a temple, with desert . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,00058-Pop Art.jpg,Artstyle,Anubis,egypt,"Pop Art style a Anubis in front of a temple, with desert . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,00059-Psychedelic.jpg,Artstyle,Anubis,egypt,"Psychedelic style a Anubis in front of a temple, with desert . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,00060-Renaissance.jpg,Artstyle,Anubis,egypt,"Renaissance style a Anubis in front of a temple, with desert . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,00061-Steampunk.jpg,Artstyle,Anubis,egypt,"Steampunk style a Anubis in front of a temple, with desert . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,00062-Surrealist.jpg,Artstyle,Anubis,egypt,"Surrealist art a Anubis in front of a temple, with desert . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Terrible FanArt,00063-Terrible FanArt.jpg,Artstyle,Anubis,egypt,"<lora:terrible-fanart:0.8> PETerribleFanArt, badly drawn, terrible drawing, ugly, creepy, a Anubis in front of a temple, with desert","",,"PE Shitty FanArt"
Typography,00064-Typography.jpg,Artstyle,Anubis,egypt,"Typographic art a Anubis in front of a temple, with desert . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,00065-Watercolor.jpg,Artstyle,Anubis,egypt,"Watercolor painting a Anubis in front of a temple, with desert . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Biomechanical,00066-Biomechanical.jpg,Futuristic,Anubis,egypt,"biomechanical style a Anubis in front of a temple, with desert . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,00067-Biomechanical Cyberpunk.jpg,Futuristic,Anubis,egypt,"biomechanical cyberpunk a Anubis in front of a temple, with desert . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,00068-Cybernetic.jpg,Futuristic,Anubis,egypt,"cybernetic style a Anubis in front of a temple, with desert . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,00069-Cybernetic Robot.jpg,Futuristic,Anubis,egypt,"cybernetic robot a Anubis in front of a temple, with desert . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,00070-Cyberpunk Cityscape.jpg,Futuristic,Anubis,egypt,"cyberpunk cityscape a Anubis in front of a temple, with desert . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,00071-Futuristic.jpg,Futuristic,Anubis,egypt,"futuristic style a Anubis in front of a temple, with desert . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Glitchcore,00072-Glitchcore.jpg,Futuristic,Anubis,egypt,"Glitchcore Art Style, a Anubis in front of a temple, with desert, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,00073-Glo-fi.jpg,Futuristic,Anubis,egypt,"Glo-fi Art Style, a Anubis in front of a temple, with desert, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Retro Cyberpunk,00074-Retro Cyberpunk.jpg,Futuristic,Anubis,egypt,"retro cyberpunk a Anubis in front of a temple, with desert . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,00075-Retro Futurism.jpg,Futuristic,Anubis,egypt,"retro-futuristic a Anubis in front of a temple, with desert . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,00076-Sci-Fi.jpg,Futuristic,Anubis,egypt,"sci-fi style a Anubis in front of a temple, with desert . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Vaporwave,00077-Vaporwave.jpg,Futuristic,Anubis,egypt,"vaporwave style a Anubis in front of a temple, with desert . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Bubble Bobble,00078-Bubble Bobble.jpg,Game,Anubis,egypt,"Bubble Bobble style a Anubis in front of a temple, with desert . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
Cyberpunk 2077,00079-Cyberpunk Game.jpg,Game,Anubis,egypt,"cyberpunk game style a Anubis in front of a temple, with desert . neon, dystopian, futuristic, digital, vibrant, detailed, high contrast, reminiscent of cyberpunk genre video games","historical, natural, rustic, low detailed",,""
Fighting Game,00080-Fighting Game.jpg,Game,Anubis,egypt,"Fighting game style a Anubis in front of a temple, with desert . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
Fortnite,00081-Fortnite Art Style.jpg,Game,Anubis,egypt,"Fortnite Art Style, a Anubis in front of a temple, with desert, 3D cartoon, colorful, Fortnite Art Style","ugly, deformed, noisy, blurry, low contrast, photo, realistic",,""
GTA,00082-GTA.jpg,Game,Anubis,egypt,"GTA-style artwork a Anubis in front of a temple, with desert . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Legend of Zelda,00083-Legend of Zelda.jpg,Game,Anubis,egypt,"Legend of Zelda style a Anubis in front of a temple, with desert . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Minecraft,00084-Minecraft.jpg,Game,Anubis,egypt,"Minecraft style a Anubis in front of a temple, with desert . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,00085-Pokémon.jpg,Game,Anubis,egypt,"Pokémon style a Anubis in front of a temple, with desert . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
PS1,00086-PS1.jpg,Game,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:ps1_style_SDXL_v2:1> ps1 style","",,"PS1 Graphics SDXL"
Retro Arcade,00087-Retro Arcade.jpg,Game,Anubis,egypt,"Retro arcade style a Anubis in front of a temple, with desert . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,00088-Retro Game.jpg,Game,Anubis,egypt,"Retro game art a Anubis in front of a temple, with desert . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,00089-RPG Fantasy Game.jpg,Game,Anubis,egypt,"Role-playing game (RPG) style fantasy a Anubis in front of a temple, with desert . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,00090-Strategy Game.jpg,Game,Anubis,egypt,"Strategy game style a Anubis in front of a temple, with desert . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,00091-Street Fighter.jpg,Game,Anubis,egypt,"Street Fighter style a Anubis in front of a temple, with desert . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Super Mario,00092-Super Mario.jpg,Game,Anubis,egypt,"Super Mario style a Anubis in front of a temple, with desert . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Voxel,00093-Voxel.jpg,Game,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:VoxelXL_v1:1> voxel style","",,"Voxel XL"
Collage,00094-Collage.jpg,Papercraft,Anubis,egypt,"Collage style a Anubis in front of a temple, with desert . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,00095-Flat Papercut.jpg,Papercraft,Anubis,egypt,"Flat papercut style a Anubis in front of a temple, with desert . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,00096-Kirigami.jpg,Papercraft,Anubis,egypt,"Kirigami representation of a Anubis in front of a temple, with desert . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,00097-Paper Mache.jpg,Papercraft,Anubis,egypt,"Paper mache representation of a Anubis in front of a temple, with desert . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,00098-Paper Quilling.jpg,Papercraft,Anubis,egypt,"Paper quilling art of a Anubis in front of a temple, with desert . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,00099-Papercut Collage.jpg,Papercraft,Anubis,egypt,"Papercut collage of a Anubis in front of a temple, with desert . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,00100-Papercut Shadow Box.jpg,Papercraft,Anubis,egypt,"3D papercut shadow box of a Anubis in front of a temple, with desert . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,00101-Stacked Papercut.jpg,Papercraft,Anubis,egypt,"Stacked papercut art of a Anubis in front of a temple, with desert . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,00102-Thick Layered Papercut.jpg,Papercraft,Anubis,egypt,"Thick layered papercut art of a Anubis in front of a temple, with desert . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,00103-Alien.jpg,Photo,Anubis,egypt,"Alien-themed a Anubis in front of a temple, with desert . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Cinematic (Jugger XL),00104-Jugger XL (Cinematic).jpg,Photo,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:jugger-xl:1> Cinematic","",,"Juggernaut Cinematic XL LoRA"
Cinematic Lighting (Jugger XL),00105-Jugger XL (Cinematic Lighting).jpg,Photo,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:jugger-xl:1> Cinematic Lighting","",,"Juggernaut Cinematic XL LoRA"
Cinematic Shot (Jugger XL),00106-Jugger XL (Cinematic Shot).jpg,Photo,Anubis,egypt,"a Anubis in front of a temple, with desert, <lora:jugger-xl:1> Cinematic Shot","",,"Juggernaut Cinematic XL LoRA"
