title,filename,category,subject,id,prompt,negativePrompt,lora
Less Details,20230908111305-Add Details XL (Less Details).jpg,No style,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:add-detail-xl:-1>","",,"Detail Tweaker XL"
More Details,20230908111321-Add Details XL (More Details).jpg,No style,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:add-detail-xl:1>","",,"Detail Tweaker XL"
Most Details,20230908111337-Add Details XL (Most Details).jpg,No style,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:add-detail-xl:3>","",,"Detail Tweaker XL"
Advertising,20230908111353-Advertising.jpg,Ads,Astronaut,astronaut,"Advertising poster style selfie photograph of astronaut floating in space, earth in the background . Professional, modern, product-focused, commercial, eye-catching, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Automotive,20230908111409-Automotive.jpg,Ads,Astronaut,astronaut,"Automotive advertisement style selfie photograph of astronaut floating in space, earth in the background . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,20230908111424-Corporate.jpg,Ads,Astronaut,astronaut,"Corporate branding style selfie photograph of astronaut floating in space, earth in the background . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,20230908111440-Fashion.jpg,Ads,Astronaut,astronaut,"Fashion editorial style selfie photograph of astronaut floating in space, earth in the background . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Food Photography,20230908111455-Food Photography.jpg,Ads,Astronaut,astronaut,"Food photography style selfie photograph of astronaut floating in space, earth in the background . Appetizing, professional, culinary, high-resolution, commercial, highly detailed","unappetizing, sloppy, unprofessional, noisy, blurry",,""
Luxury,20230908111510-Luxury.jpg,Ads,Astronaut,astronaut,"Luxury product style selfie photograph of astronaut floating in space, earth in the background . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Real Estate,20230908111526-Real Estate.jpg,Ads,Astronaut,astronaut,"Real estate photography style selfie photograph of astronaut floating in space, earth in the background . Professional, inviting, well-lit, high-resolution, property-focused, commercial, highly detailed","dark, blurry, unappealing, noisy, unprofessional",,""
Retail,20230908111541-Retail.jpg,Ads,Astronaut,astronaut,"Retail packaging style selfie photograph of astronaut floating in space, earth in the background . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract,20230908111557-Abstract.jpg,Artstyle,Astronaut,astronaut,"Abstract style selfie photograph of astronaut floating in space, earth in the background . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete",,""
Abstract Expressionism,20230908111612-Abstract Expressionism.jpg,Artstyle,Astronaut,astronaut,"abstract expressionist painting selfie photograph of astronaut floating in space, earth in the background . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,20230908111628-Art Deco.jpg,Artstyle,Astronaut,astronaut,"Art Deco style selfie photograph of astronaut floating in space, earth in the background . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,20230908111643-Art Nouveau.jpg,Artstyle,Astronaut,astronaut,"Art Nouveau style selfie photograph of astronaut floating in space, earth in the background . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Avant-garde,20230908111659-Avant-garde.jpg,Artstyle,Astronaut,astronaut,"Avant-garde, selfie photograph of astronaut floating in space, earth in the background, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,20230908111714-Baroque.jpg,Artstyle,Astronaut,astronaut,"Baroque, selfie photograph of astronaut floating in space, earth in the background, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,20230908111730-Bauhaus-Style Poster.jpg,Artstyle,Astronaut,astronaut,"Bauhaus-Style Poster, selfie photograph of astronaut floating in space, earth in the background, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,20230908111746-Caricature.jpg,Artstyle,Astronaut,astronaut,"Caricature, selfie photograph of astronaut floating in space, earth in the background, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,20230908111801-Cel Shaded Art.jpg,Artstyle,Astronaut,astronaut,"Cel Shaded Art, selfie photograph of astronaut floating in space, earth in the background, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,20230908111817-Character Design Sheet.jpg,Artstyle,Astronaut,astronaut,"Character Design Sheet, selfie photograph of astronaut floating in space, earth in the background, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,20230908111832-Color Field Painting.jpg,Artstyle,Astronaut,astronaut,"Color Field Painting, selfie photograph of astronaut floating in space, earth in the background, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,20230908111848-Conceptual Art.jpg,Artstyle,Astronaut,astronaut,"Conceptual Art, selfie photograph of astronaut floating in space, earth in the background, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Crayon,20230908111904-Crayon.jpg,Artstyle,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:crayons_v1_sdxl:1>","",,"Crayon Style"
Cubist,20230908111919-Cubist.jpg,Artstyle,Astronaut,astronaut,"Cubist artwork selfie photograph of astronaut floating in space, earth in the background . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Dadaism,20230908111935-Dadaism.jpg,Artstyle,Astronaut,astronaut,"Dadaism Art, selfie photograph of astronaut floating in space, earth in the background, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dark Fantasy,20230908111951-Dark Fantasy.jpg,Artstyle,Astronaut,astronaut,"Dark Fantasy Art, selfie photograph of astronaut floating in space, earth in the background, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Expressionist,20230908112006-Expressionist.jpg,Artstyle,Astronaut,astronaut,"expressionist selfie photograph of astronaut floating in space, earth in the background . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Fauvism,20230908112022-Fauvism.jpg,Artstyle,Astronaut,astronaut,"Fauvism Art, selfie photograph of astronaut floating in space, earth in the background, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Graffiti,20230908112037-Graffiti.jpg,Artstyle,Astronaut,astronaut,"Graffiti style selfie photograph of astronaut floating in space, earth in the background . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Hyperrealism,20230908112053-Hyperrealism.jpg,Artstyle,Astronaut,astronaut,"Hyperrealistic art selfie photograph of astronaut floating in space, earth in the background . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Impressionist,20230908112108-Impressionist.jpg,Artstyle,Astronaut,astronaut,"Impressionist painting selfie photograph of astronaut floating in space, earth in the background . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Ink Dripping,20230908112124-Ink Dripping Drawing.jpg,Artstyle,Astronaut,astronaut,"Ink Dripping Drawing, selfie photograph of astronaut floating in space, earth in the background, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,20230908112140-Japanese Ink Drawing.jpg,Artstyle,Astronaut,astronaut,"Japanese Ink Drawing, selfie photograph of astronaut floating in space, earth in the background, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Junji Ito,20230908112156-Junji Ito.jpg,Artstyle,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:XL_itoStyleLycoris:1>","",,"Junji Ito Style (XL)"
Moebius (old),20230908112213-Moebius (old).jpg,Artstyle,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:moebius-xl:0.8> moebzxl, moebius, Jean Giraud","",,"Moebius SDXL (Jean Giraud)"
Pointillism,20230908112230-Pointillism.jpg,Artstyle,Astronaut,astronaut,"Pointillism style selfie photograph of astronaut floating in space, earth in the background . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,20230908112245-Pop Art.jpg,Artstyle,Astronaut,astronaut,"Pop Art style selfie photograph of astronaut floating in space, earth in the background . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,20230908112301-Psychedelic.jpg,Artstyle,Astronaut,astronaut,"Psychedelic style selfie photograph of astronaut floating in space, earth in the background . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,20230908112316-Renaissance.jpg,Artstyle,Astronaut,astronaut,"Renaissance style selfie photograph of astronaut floating in space, earth in the background . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,20230908112332-Steampunk.jpg,Artstyle,Astronaut,astronaut,"Steampunk style selfie photograph of astronaut floating in space, earth in the background . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,20230908112347-Surrealist.jpg,Artstyle,Astronaut,astronaut,"Surrealist art selfie photograph of astronaut floating in space, earth in the background . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Typography,20230908112403-Typography.jpg,Artstyle,Astronaut,astronaut,"Typographic art selfie photograph of astronaut floating in space, earth in the background . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,20230908112418-Watercolor.jpg,Artstyle,Astronaut,astronaut,"Watercolor painting selfie photograph of astronaut floating in space, earth in the background . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Biomechanical,20230908112434-Biomechanical.jpg,Futuristic,Astronaut,astronaut,"biomechanical style selfie photograph of astronaut floating in space, earth in the background . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,20230908112450-Biomechanical Cyberpunk.jpg,Futuristic,Astronaut,astronaut,"biomechanical cyberpunk selfie photograph of astronaut floating in space, earth in the background . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,20230908112505-Cybernetic.jpg,Futuristic,Astronaut,astronaut,"cybernetic style selfie photograph of astronaut floating in space, earth in the background . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,20230908112521-Cybernetic Robot.jpg,Futuristic,Astronaut,astronaut,"cybernetic robot selfie photograph of astronaut floating in space, earth in the background . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,20230908112536-Cyberpunk Cityscape.jpg,Futuristic,Astronaut,astronaut,"cyberpunk cityscape selfie photograph of astronaut floating in space, earth in the background . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,20230908112552-Futuristic.jpg,Futuristic,Astronaut,astronaut,"futuristic style selfie photograph of astronaut floating in space, earth in the background . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Glitchcore,20230908112607-Glitchcore.jpg,Futuristic,Astronaut,astronaut,"Glitchcore Art Style, selfie photograph of astronaut floating in space, earth in the background, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,20230908112623-Glo-fi.jpg,Futuristic,Astronaut,astronaut,"Glo-fi Art Style, selfie photograph of astronaut floating in space, earth in the background, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Retro Cyberpunk,20230908112638-Retro Cyberpunk.jpg,Futuristic,Astronaut,astronaut,"retro cyberpunk selfie photograph of astronaut floating in space, earth in the background . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,20230908112654-Retro Futurism.jpg,Futuristic,Astronaut,astronaut,"retro-futuristic selfie photograph of astronaut floating in space, earth in the background . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,20230908112709-Sci-Fi.jpg,Futuristic,Astronaut,astronaut,"sci-fi style selfie photograph of astronaut floating in space, earth in the background . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Vaporwave,20230908112725-Vaporwave.jpg,Futuristic,Astronaut,astronaut,"vaporwave style selfie photograph of astronaut floating in space, earth in the background . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Bubble Bobble,20230908112741-Bubble Bobble.jpg,Game,Astronaut,astronaut,"Bubble Bobble style selfie photograph of astronaut floating in space, earth in the background . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
Cyberpunk 2077,20230908112756-Cyberpunk Game.jpg,Game,Astronaut,astronaut,"cyberpunk game style selfie photograph of astronaut floating in space, earth in the background . neon, dystopian, futuristic, digital, vibrant, detailed, high contrast, reminiscent of cyberpunk genre video games","historical, natural, rustic, low detailed",,""
Fighting Game,20230908112812-Fighting Game.jpg,Game,Astronaut,astronaut,"Fighting game style selfie photograph of astronaut floating in space, earth in the background . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
Fortnite,20230908112827-Fortnite Art Style.jpg,Game,Astronaut,astronaut,"Fortnite Art Style, selfie photograph of astronaut floating in space, earth in the background, 3D cartoon, colorful, Fortnite Art Style","ugly, deformed, noisy, blurry, low contrast, photo, realistic",,""
GTA,20230908112843-GTA.jpg,Game,Astronaut,astronaut,"GTA-style artwork selfie photograph of astronaut floating in space, earth in the background . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Legend of Zelda,20230908112859-Legend of Zelda.jpg,Game,Astronaut,astronaut,"Legend of Zelda style selfie photograph of astronaut floating in space, earth in the background . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Minecraft,20230908112914-Minecraft.jpg,Game,Astronaut,astronaut,"Minecraft style selfie photograph of astronaut floating in space, earth in the background . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,20230908112930-Pokémon.jpg,Game,Astronaut,astronaut,"Pokémon style selfie photograph of astronaut floating in space, earth in the background . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
PS1,20230908112947-PS1.jpg,Game,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:ps1_style_SDXL_v2:1> ps1 style","",,"PS1 Graphics SDXL"
Retro Arcade,20230908113002-Retro Arcade.jpg,Game,Astronaut,astronaut,"Retro arcade style selfie photograph of astronaut floating in space, earth in the background . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,20230908113018-Retro Game.jpg,Game,Astronaut,astronaut,"Retro game art selfie photograph of astronaut floating in space, earth in the background . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,20230908113033-RPG Fantasy Game.jpg,Game,Astronaut,astronaut,"Role-playing game (RPG) style fantasy selfie photograph of astronaut floating in space, earth in the background . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,20230908113049-Strategy Game.jpg,Game,Astronaut,astronaut,"Strategy game style selfie photograph of astronaut floating in space, earth in the background . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,20230908113104-Street Fighter.jpg,Game,Astronaut,astronaut,"Street Fighter style selfie photograph of astronaut floating in space, earth in the background . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Super Mario,20230908113120-Super Mario.jpg,Game,Astronaut,astronaut,"Super Mario style selfie photograph of astronaut floating in space, earth in the background . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Voxel,20230908113136-Voxel.jpg,Game,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:VoxelXL_v1:1> voxel style","",,"Voxel XL"
Collage,20230908113152-Collage.jpg,Papercraft,Astronaut,astronaut,"Collage style selfie photograph of astronaut floating in space, earth in the background . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,20230908113207-Flat Papercut.jpg,Papercraft,Astronaut,astronaut,"Flat papercut style selfie photograph of astronaut floating in space, earth in the background . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,20230908113222-Kirigami.jpg,Papercraft,Astronaut,astronaut,"Kirigami representation of selfie photograph of astronaut floating in space, earth in the background . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,20230908113238-Paper Mache.jpg,Papercraft,Astronaut,astronaut,"Paper mache representation of selfie photograph of astronaut floating in space, earth in the background . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,20230908113253-Paper Quilling.jpg,Papercraft,Astronaut,astronaut,"Paper quilling art of selfie photograph of astronaut floating in space, earth in the background . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,20230908113309-Papercut Collage.jpg,Papercraft,Astronaut,astronaut,"Papercut collage of selfie photograph of astronaut floating in space, earth in the background . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,20230908113325-Papercut Shadow Box.jpg,Papercraft,Astronaut,astronaut,"3D papercut shadow box of selfie photograph of astronaut floating in space, earth in the background . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,20230908113340-Stacked Papercut.jpg,Papercraft,Astronaut,astronaut,"Stacked papercut art of selfie photograph of astronaut floating in space, earth in the background . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,20230908113356-Thick Layered Papercut.jpg,Papercraft,Astronaut,astronaut,"Thick layered papercut art of selfie photograph of astronaut floating in space, earth in the background . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,20230908113411-Alien.jpg,Photo,Astronaut,astronaut,"Alien-themed selfie photograph of astronaut floating in space, earth in the background . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Cinematic (Jugger XL),20230908113430-Jugger XL (Cinematic).jpg,Photo,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:jugger-xl:1> Cinematic","",,"Juggernaut Cinematic XL LoRA"
Cinematic Lighting (Jugger XL),20230908113446-Jugger XL (Cinematic Lighting).jpg,Photo,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:jugger-xl:1> Cinematic Lighting","",,"Juggernaut Cinematic XL LoRA"
Cinematic Shot (Jugger XL),20230908113501-Jugger XL (Cinematic Shot).jpg,Photo,Astronaut,astronaut,"selfie photograph of astronaut floating in space, earth in the background, <lora:jugger-xl:1> Cinematic Shot","",,"Juggernaut Cinematic XL LoRA"
Double Exposure,20230908113518-Double Exposure.jpg,Photo,Astronaut,astronaut,"Double Exposure Style, selfie photograph of astronaut floating in space, earth in the background, double image ghost effect, image combination, double exposure style","ugly, deformed, noisy, blurry, low contrast",,""
Faded Polaroid Photo,20230908113533-Faded Polaroid Photo.jpg,Photo,Astronaut,astronaut,"Faded Polaroid Photo, selfie photograph of astronaut floating in space, earth in the background, analog, old faded photo, old polaroid","ugly, deformed, noisy, blurry, low contrast, vibrant, colorful",,""
