title,filename,category,subject,id,prompt,negativePrompt,lora
3D Model,20230829091349-3D Model.jpg,Stability's AI,City Skyline,city,"professional 3d model skyline city, at sunset . octane render, highly detailed, volumetric, dramatic lighting","ugly, deformed, noisy, low poly, blurry, painting",,""
Analog Film,20230829091406-Analog Film.jpg,Stability's AI,City Skyline,city,"analog film photo skyline city, at sunset . faded film, desaturated, 35mm photo, grainy, vignette, vintage, Kodachrome, Lomography, stained, highly detailed, found footage","painting, drawing, illustration, glitch, deformed, mutated, cross-eyed, ugly, disfigured",,""
Anime,20230829091423-Anime (SDXL).jpg,Stability's AI,City Skyline,city,"anime artwork skyline city, at sunset . anime style, key visual, vibrant, studio anime, highly detailed","photo, deformed, black and white, realism, disfigured, low contrast",,""
Cinematic,20230829091440-Cinematic.jpg,Stability's AI,City Skyline,city,"cinematic film still skyline city, at sunset . shallow depth of field, vignette, highly detailed, high budget, bokeh, cinemascope, moody, epic, gorgeous, film grain, grainy","anime, cartoon, graphic, text, painting, crayon, graphite, abstract, glitch, deformed, mutated, ugly, disfigured",,""
Comic Book,20230829091457-Comic Book.jpg,Stability's AI,City Skyline,city,"comic skyline city, at sunset . graphic illustration, comic art, graphic novel art, vibrant, highly detailed","photograph, deformed, glitch, noisy, realistic, stock photo",,""
Craft Clay,20230829091514-Craft Clay.jpg,Stability's AI,City Skyline,city,"play-doh style skyline city, at sunset . sculpture, clay art, centered composition, Claymation","sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Digital Art,20230829091531-Digital Art.jpg,Stability's AI,City Skyline,city,"concept art skyline city, at sunset . digital artwork, illustrative, painterly, matte painting, highly detailed","photo, photorealistic, realism, ugly",,""
Enhance,20230829091548-Enhance.jpg,Stability's AI,City Skyline,city,"breathtaking skyline city, at sunset . award-winning, professional, highly detailed","ugly, deformed, noisy, blurry, distorted, grainy",,""
Fantasy Art,20230829091605-Fantasy Art.jpg,Stability's AI,City Skyline,city,"ethereal fantasy concept art of  skyline city, at sunset . magnificent, celestial, ethereal, painterly, epic, majestic, magical, fantasy art, cover art, dreamy","photographic, realistic, realism, 35mm film, dslr, cropped, frame, text, deformed, glitch, noise, noisy, off-center, deformed, cross-eyed, closed eyes, bad anatomy, ugly, disfigured, sloppy, duplicate, mutated, black and white",,""
Isometric Style,20230829091623-Isometric Style.jpg,Stability's AI,City Skyline,city,"isometric style skyline city, at sunset . vibrant, beautiful, crisp, detailed, ultra detailed, intricate","deformed, mutated, ugly, disfigured, blur, blurry, noise, noisy, realistic, photographic",,""
Line Art,20230829091640-Line Art.jpg,Stability's AI,City Skyline,city,"line art drawing skyline city, at sunset . professional, sleek, modern, minimalist, graphic, line art, vector graphics","anime, photorealistic, 35mm film, deformed, glitch, blurry, noisy, off-center, deformed, cross-eyed, closed eyes, bad anatomy, ugly, disfigured, mutated, realism, realistic, impressionism, expressionism, oil, acrylic",,""
Lowpoly,20230829091657-Lowpoly.jpg,Stability's AI,City Skyline,city,"low-poly style skyline city, at sunset . low-poly game art, polygon mesh, jagged, blocky, wireframe edges, centered composition","noisy, sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Neon Punk,20230829091715-Neon Punk.jpg,Stability's AI,City Skyline,city,"neonpunk style skyline city, at sunset . cyberpunk, vaporwave, neon, vibes, vibrant, stunningly beautiful, crisp, detailed, sleek, ultramodern, magenta highlights, dark purple shadows, high contrast, cinematic, ultra detailed, intricate, professional","painting, drawing, illustration, glitch, deformed, mutated, cross-eyed, ugly, disfigured",,""
Origami,20230829091732-Origami.jpg,Stability's AI,City Skyline,city,"origami style skyline city, at sunset . paper art, pleated paper, folded, origami art, pleats, cut and fold, centered composition","noisy, sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Photographic,20230829091749-Photographic.jpg,Stability's AI,City Skyline,city,"cinematic photo skyline city, at sunset . 35mm photograph, film, bokeh, professional, 4k, highly detailed","drawing, painting, crayon, sketch, graphite, impressionist, noisy, blurry, soft, deformed, ugly",,""
Pixel Art,20230829091806-Pixel Art.jpg,Stability's AI,City Skyline,city,"pixel-art skyline city, at sunset . low-res, blocky, pixel art style, 8-bit graphics","sloppy, messy, blurry, noisy, highly detailed, ultra textured, photo, realistic",,""
Texture,20230829091824-Texture.jpg,Stability's AI,City Skyline,city,"texture skyline city, at sunset top down close-up","ugly, deformed, noisy, blurry",,""
Advertising,20230829091841-Advertising.jpg,Ads,City Skyline,city,"Advertising poster style skyline city, at sunset . Professional, modern, product-focused, commercial, eye-catching, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Food Photography,20230829091858-Food Photography.jpg,Ads,City Skyline,city,"Food photography style skyline city, at sunset . Appetizing, professional, culinary, high-resolution, commercial, highly detailed","unappetizing, sloppy, unprofessional, noisy, blurry",,""
Real Estate,20230829091915-Real Estate.jpg,Ads,City Skyline,city,"Real estate photography style skyline city, at sunset . Professional, inviting, well-lit, high-resolution, property-focused, commercial, highly detailed","dark, blurry, unappealing, noisy, unprofessional",,""
Abstract,20230829091932-Abstract.jpg,Artstyle,City Skyline,city,"Abstract style skyline city, at sunset . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete",,""
Cubist,20230829091951-Cubist.jpg,Artstyle,City Skyline,city,"Cubist artwork skyline city, at sunset . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Graffiti,20230829092009-Graffiti.jpg,Artstyle,City Skyline,city,"Graffiti style skyline city, at sunset . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Hyperrealism,20230829092028-Hyperrealism.jpg,Artstyle,City Skyline,city,"Hyperrealistic art skyline city, at sunset . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Impressionist,20230829092046-Impressionist.jpg,Artstyle,City Skyline,city,"Impressionist painting skyline city, at sunset . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Pointillism,20230829092104-Pointillism.jpg,Artstyle,City Skyline,city,"Pointillism style skyline city, at sunset . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,20230829092123-Pop Art.jpg,Artstyle,City Skyline,city,"Pop Art style skyline city, at sunset . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,20230829092141-Psychedelic.jpg,Artstyle,City Skyline,city,"Psychedelic style skyline city, at sunset . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,20230829092200-Renaissance.jpg,Artstyle,City Skyline,city,"Renaissance style skyline city, at sunset . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,20230829092218-Steampunk.jpg,Artstyle,City Skyline,city,"Steampunk style skyline city, at sunset . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,20230829092237-Surrealist.jpg,Artstyle,City Skyline,city,"Surrealist art skyline city, at sunset . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Typography,20230829092256-Typography.jpg,Artstyle,City Skyline,city,"Typographic art skyline city, at sunset . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,20230829092314-Watercolor.jpg,Artstyle,City Skyline,city,"Watercolor painting skyline city, at sunset . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Fighting Game,20230829092333-Fighting Game.jpg,Game,City Skyline,city,"Fighting game style skyline city, at sunset . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
GTA,20230829092352-GTA.jpg,Game,City Skyline,city,"GTA-style artwork skyline city, at sunset . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Super Mario,20230829092410-Super Mario.jpg,Game,City Skyline,city,"Super Mario style skyline city, at sunset . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Minecraft,20230829092429-Minecraft.jpg,Game,City Skyline,city,"Minecraft style skyline city, at sunset . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,20230829092447-Pokémon.jpg,Game,City Skyline,city,"Pokémon style skyline city, at sunset . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
Retro Arcade,20230829092503-Retro Arcade.jpg,Game,City Skyline,city,"Retro arcade style skyline city, at sunset . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,20230829092520-Retro Game.jpg,Game,City Skyline,city,"Retro game art skyline city, at sunset . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,20230829092536-RPG Fantasy Game.jpg,Game,City Skyline,city,"Role-playing game (RPG) style fantasy skyline city, at sunset . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,20230829092553-Strategy Game.jpg,Game,City Skyline,city,"Strategy game style skyline city, at sunset . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,20230829092610-Street Fighter.jpg,Game,City Skyline,city,"Street Fighter style skyline city, at sunset . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Legend of Zelda,20230829092627-Legend of Zelda.jpg,Game,City Skyline,city,"Legend of Zelda style skyline city, at sunset . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Architectural,20230829092643-Architectural.jpg,Miscellaneous,City Skyline,city,"Architectural style skyline city, at sunset . Clean lines, geometric shapes, minimalist, modern, architectural drawing, highly detailed","curved lines, ornate, baroque, abstract, grunge",,""
Disco,20230829092700-Disco.jpg,Miscellaneous,City Skyline,city,"Disco-themed skyline city, at sunset . Vibrant, groovy, retro 70s style, shiny disco balls, neon lights, dance floor, highly detailed","minimalist, rustic, monochrome, contemporary, simplistic",,""
Dreamscape,20230829092717-Dreamscape.jpg,Miscellaneous,City Skyline,city,"Dreamscape skyline city, at sunset . Surreal, ethereal, dreamy, mysterious, fantasy, highly detailed","realistic, concrete, ordinary, mundane",,""
Dystopian,20230829092735-Dystopian.jpg,Miscellaneous,City Skyline,city,"Dystopian style skyline city, at sunset . Bleak, post-apocalyptic, somber, dramatic, highly detailed","ugly, deformed, noisy, blurry, low contrast, cheerful, optimistic, vibrant, colorful",,""
Fairy Tale,20230829092752-Fairy Tale.jpg,Miscellaneous,City Skyline,city,"Fairy tale skyline city, at sunset . Magical, fantastical, enchanting, storybook style, highly detailed","realistic, modern, ordinary, mundane",,""
Gothic,20230829092809-Gothic.jpg,Miscellaneous,City Skyline,city,"Gothic style skyline city, at sunset . Dark, mysterious, haunting, dramatic, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, cheerful, optimistic",,""
Grunge,20230829092826-Grunge.jpg,Miscellaneous,City Skyline,city,"Grunge style skyline city, at sunset . Textured, distressed, vintage, edgy, punk rock vibe, dirty, noisy","smooth, clean, minimalist, sleek, modern, photorealistic",,""
Horror,20230829092843-Horror.jpg,Miscellaneous,City Skyline,city,"Horror-themed skyline city, at sunset . Eerie, unsettling, dark, spooky, suspenseful, grim, highly detailed","cheerful, bright, vibrant, light-hearted, cute",,""
Minimalist,20230829092900-Minimalist.jpg,Miscellaneous,City Skyline,city,"Minimalist style skyline city, at sunset . Simple, clean, uncluttered, modern, elegant","ornate, complicated, highly detailed, cluttered, disordered, messy, noisy",,""
Monochrome,20230829092917-Monochrome.jpg,Miscellaneous,City Skyline,city,"Monochrome skyline city, at sunset . Black and white, contrast, tone, texture, detailed","colorful, vibrant, noisy, blurry, deformed",,""
Nautical,20230829092933-Nautical.jpg,Miscellaneous,City Skyline,city,"Nautical-themed skyline city, at sunset . Sea, ocean, ships, maritime, beach, marine life, highly detailed","landlocked, desert, mountains, urban, rustic",,""
Space,20230829092950-Space.jpg,Miscellaneous,City Skyline,city,"Space-themed skyline city, at sunset . Cosmic, celestial, stars, galaxies, nebulas, planets, science fiction, highly detailed","earthly, mundane, ground-based, realism",,""
Stained Glass,20230829093007-Stained Glass.jpg,Miscellaneous,City Skyline,city,"Stained glass style skyline city, at sunset . Vibrant, beautiful, translucent, intricate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Techwear Fashion,20230829093024-Techwear Fashion.jpg,Miscellaneous,City Skyline,city,"Techwear fashion skyline city, at sunset . Futuristic, cyberpunk, urban, tactical, sleek, dark, highly detailed","vintage, rural, colorful, low contrast, realism, sketch, watercolor",,""
Tribal,20230829093040-Tribal.jpg,Miscellaneous,City Skyline,city,"Tribal style skyline city, at sunset . Indigenous, ethnic, traditional patterns, bold, natural colors, highly detailed","modern, futuristic, minimalist, pastel",,""
Zentangle,20230829093057-Zentangle.jpg,Miscellaneous,City Skyline,city,"Zentangle skyline city, at sunset . Intricate, abstract, monochrome, patterns, meditative, highly detailed","colorful, representative, simplistic, large fields of color",,""
Collage,20230829093114-Collage.jpg,Papercraft,City Skyline,city,"Collage style skyline city, at sunset . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,20230829093131-Flat Papercut.jpg,Papercraft,City Skyline,city,"Flat papercut style skyline city, at sunset . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,20230829093149-Kirigami.jpg,Papercraft,City Skyline,city,"Kirigami representation of skyline city, at sunset . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,20230829093206-Paper Mache.jpg,Papercraft,City Skyline,city,"Paper mache representation of skyline city, at sunset . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,20230829093223-Paper Quilling.jpg,Papercraft,City Skyline,city,"Paper quilling art of skyline city, at sunset . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,20230829093239-Papercut Collage.jpg,Papercraft,City Skyline,city,"Papercut collage of skyline city, at sunset . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,20230829093256-Papercut Shadow Box.jpg,Papercraft,City Skyline,city,"3D papercut shadow box of skyline city, at sunset . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,20230829093313-Stacked Papercut.jpg,Papercraft,City Skyline,city,"Stacked papercut art of skyline city, at sunset . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,20230829093329-Thick Layered Papercut.jpg,Papercraft,City Skyline,city,"Thick layered papercut art of skyline city, at sunset . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,20230829093346-Alien.jpg,Photo,City Skyline,city,"Alien-themed skyline city, at sunset . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Film Noir,20230829093403-Film Noir.jpg,Photo,City Skyline,city,"Film noir style skyline city, at sunset . Monochrome, high contrast, dramatic shadows, 1940s style, mysterious, cinematic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vibrant, colorful",,""
HDR,20230829093419-HDR.jpg,Photo,City Skyline,city,"HDR photo of skyline city, at sunset . High dynamic range, vivid, rich details, clear shadows and highlights, realistic, intense, enhanced contrast, highly detailed","flat, low contrast, oversaturated, underexposed, overexposed, blurred, noisy",,""
Long Exposure,20230829093436-Long Exposure.jpg,Photo,City Skyline,city,"Long exposure photo of skyline city, at sunset . Blurred motion, streaks of light, surreal, dreamy, ghosting effect, highly detailed","static, noisy, deformed, shaky, abrupt, flat, low contrast",,""
Neon Noir,20230829093453-Neon Noir.jpg,Photo,City Skyline,city,"Neon noir skyline city, at sunset . Cyberpunk, dark, rainy streets, neon signs, high contrast, low light, vibrant, highly detailed","bright, sunny, daytime, low contrast, black and white, sketch, watercolor",,""
Silhouette,20230829093510-Silhouette.jpg,Photo,City Skyline,city,"Silhouette style skyline city, at sunset . High contrast, minimalistic, black and white, stark, dramatic","ugly, deformed, noisy, blurry, low contrast, color, realism, photorealistic",,""
Tilt-Shift,20230829093527-Tilt-Shift.jpg,Photo,City Skyline,city,"Tilt-shift photo of skyline city, at sunset . Selective focus, miniature effect, blurred background, highly detailed, vibrant, perspective control","blurry, noisy, deformed, flat, low contrast, unrealistic, oversaturated, underexposed",,""
Luxury,20230831134412-Luxury.jpg,Ads,City Skyline,city,"Luxury product style skyline city, at sunset . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Automotive,20230831134428-Automotive.jpg,Ads,City Skyline,city,"Automotive advertisement style skyline city, at sunset . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,20230831134443-Corporate.jpg,Ads,City Skyline,city,"Corporate branding style skyline city, at sunset . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,20230831134459-Fashion.jpg,Ads,City Skyline,city,"Fashion editorial style skyline city, at sunset . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Retail,20230831134515-Retail.jpg,Ads,City Skyline,city,"Retail packaging style skyline city, at sunset . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract Expressionism,20230831134531-Abstract Expressionism.jpg,Artstyle,City Skyline,city,"abstract expressionist painting skyline city, at sunset . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,20230831134546-Art Deco.jpg,Artstyle,City Skyline,city,"Art Deco style skyline city, at sunset . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,20230831134602-Art Nouveau.jpg,Artstyle,City Skyline,city,"Art Nouveau style skyline city, at sunset . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Expressionist,20230831134634-Expressionist.jpg,Artstyle,City Skyline,city,"expressionist skyline city, at sunset . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Avant-garde,20230831134650-Avant-garde.jpg,Artstyle,City Skyline,city,"Avant-garde, skyline city, at sunset, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,20230831134705-Baroque.jpg,Artstyle,City Skyline,city,"Baroque, skyline city, at sunset, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,20230831134721-Bauhaus-Style Poster.jpg,Artstyle,City Skyline,city,"Bauhaus-Style Poster, skyline city, at sunset, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,20230831134737-Caricature.jpg,Artstyle,City Skyline,city,"Caricature, skyline city, at sunset, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,20230831134753-Cel Shaded Art.jpg,Artstyle,City Skyline,city,"Cel Shaded Art, skyline city, at sunset, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,20230831134809-Character Design Sheet.jpg,Artstyle,City Skyline,city,"Character Design Sheet, skyline city, at sunset, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,20230831134825-Color Field Painting.jpg,Artstyle,City Skyline,city,"Color Field Painting, skyline city, at sunset, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,20230831134841-Conceptual Art.jpg,Artstyle,City Skyline,city,"Conceptual Art, skyline city, at sunset, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Dadaism,20230831134857-Dadaism.jpg,Artstyle,City Skyline,city,"Dadaism Art, skyline city, at sunset, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dark Fantasy,20230831134913-Dark Fantasy.jpg,Artstyle,City Skyline,city,"Dark Fantasy Art, skyline city, at sunset, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Fauvism,20230831134929-Fauvism.jpg,Artstyle,City Skyline,city,"Fauvism Art, skyline city, at sunset, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Ink Dripping,20230831134945-Ink Dripping Drawing.jpg,Artstyle,City Skyline,city,"Ink Dripping Drawing, skyline city, at sunset, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,20230831135001-Japanese Ink Drawing.jpg,Artstyle,City Skyline,city,"Japanese Ink Drawing, skyline city, at sunset, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Biomechanical,20230831135016-Biomechanical.jpg,Futuristic,City Skyline,city,"biomechanical style skyline city, at sunset . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,20230831135032-Biomechanical Cyberpunk.jpg,Futuristic,City Skyline,city,"biomechanical cyberpunk skyline city, at sunset . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,20230831135048-Cybernetic.jpg,Futuristic,City Skyline,city,"cybernetic style skyline city, at sunset . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,20230831135104-Cybernetic Robot.jpg,Futuristic,City Skyline,city,"cybernetic robot skyline city, at sunset . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,20230831135120-Cyberpunk Cityscape.jpg,Futuristic,City Skyline,city,"cyberpunk cityscape skyline city, at sunset . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,20230831135135-Futuristic.jpg,Futuristic,City Skyline,city,"futuristic style skyline city, at sunset . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Retro Cyberpunk,20230831135151-Retro Cyberpunk.jpg,Futuristic,City Skyline,city,"retro cyberpunk skyline city, at sunset . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,20230831135207-Retro Futurism.jpg,Futuristic,City Skyline,city,"retro-futuristic skyline city, at sunset . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,20230831135223-Sci-Fi.jpg,Futuristic,City Skyline,city,"sci-fi style skyline city, at sunset . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
