title,filename,category,subject,id,prompt,negativePrompt,lora
Abstract Expressionism,20230908141345-Abstract Expressionism.jpg,Artstyle,A Witch,witch,"abstract expressionist painting sorceress casting spells . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,20230908141400-Art Deco.jpg,Artstyle,A Witch,witch,"Art Deco style sorceress casting spells . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,20230908141416-Art Nouveau.jpg,Artstyle,A Witch,witch,"Art Nouveau style sorceress casting spells . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Avant-garde,20230908141431-Avant-garde.jpg,Artstyle,A Witch,witch,"Avant-garde, sorceress casting spells, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,20230908141446-Baroque.jpg,Artstyle,A Witch,witch,"Baroque, sorceress casting spells, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,20230908141502-Bauhaus-Style Poster.jpg,Artstyle,A Witch,witch,"Bauhaus-Style Poster, sorceress casting spells, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,20230908141517-Caricature.jpg,Artstyle,A Witch,witch,"Caricature, sorceress casting spells, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,20230908141533-Cel Shaded Art.jpg,Artstyle,A Witch,witch,"Cel Shaded Art, sorceress casting spells, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,20230908141548-Character Design Sheet.jpg,Artstyle,A Witch,witch,"Character Design Sheet, sorceress casting spells, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,20230908141603-Color Field Painting.jpg,Artstyle,A Witch,witch,"Color Field Painting, sorceress casting spells, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,20230908141619-Conceptual Art.jpg,Artstyle,A Witch,witch,"Conceptual Art, sorceress casting spells, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Crayon,20230908141635-Crayon.jpg,Artstyle,A Witch,witch,"sorceress casting spells, <lora:crayons_v1_sdxl:1>","",,"Crayon Style"
Cubist,20230908141651-Cubist.jpg,Artstyle,A Witch,witch,"Cubist artwork sorceress casting spells . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Dadaism,20230908141706-Dadaism.jpg,Artstyle,A Witch,witch,"Dadaism Art, sorceress casting spells, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dark Fantasy,20230908141722-Dark Fantasy.jpg,Artstyle,A Witch,witch,"Dark Fantasy Art, sorceress casting spells, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Expressionist,20230908141737-Expressionist.jpg,Artstyle,A Witch,witch,"expressionist sorceress casting spells . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Fauvism,20230908141753-Fauvism.jpg,Artstyle,A Witch,witch,"Fauvism Art, sorceress casting spells, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Graffiti,20230908141808-Graffiti.jpg,Artstyle,A Witch,witch,"Graffiti style sorceress casting spells . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Hyperrealism,20230908141824-Hyperrealism.jpg,Artstyle,A Witch,witch,"Hyperrealistic art sorceress casting spells . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Impressionist,20230908141839-Impressionist.jpg,Artstyle,A Witch,witch,"Impressionist painting sorceress casting spells . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Ink Dripping,20230908141855-Ink Dripping Drawing.jpg,Artstyle,A Witch,witch,"Ink Dripping Drawing, sorceress casting spells, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,20230908141910-Japanese Ink Drawing.jpg,Artstyle,A Witch,witch,"Japanese Ink Drawing, sorceress casting spells, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Junji Ito,20230908141926-Junji Ito.jpg,Artstyle,A Witch,witch,"sorceress casting spells, <lora:XL_itoStyleLycoris:1>","",,"Junji Ito Style (XL)"
Moebius (old),20230908141944-Moebius (old).jpg,Artstyle,A Witch,witch,"sorceress casting spells, <lora:moebius-xl:0.8> moebzxl, moebius, Jean Giraud","",,"Moebius SDXL (Jean Giraud)"
Pointillism,20230908142000-Pointillism.jpg,Artstyle,A Witch,witch,"Pointillism style sorceress casting spells . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,20230908142016-Pop Art.jpg,Artstyle,A Witch,witch,"Pop Art style sorceress casting spells . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,20230908142031-Psychedelic.jpg,Artstyle,A Witch,witch,"Psychedelic style sorceress casting spells . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,20230908142047-Renaissance.jpg,Artstyle,A Witch,witch,"Renaissance style sorceress casting spells . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,20230908142102-Steampunk.jpg,Artstyle,A Witch,witch,"Steampunk style sorceress casting spells . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,20230908142118-Surrealist.jpg,Artstyle,A Witch,witch,"Surrealist art sorceress casting spells . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Typography,20230908142133-Typography.jpg,Artstyle,A Witch,witch,"Typographic art sorceress casting spells . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,20230908142149-Watercolor.jpg,Artstyle,A Witch,witch,"Watercolor painting sorceress casting spells . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Biomechanical,20230908142204-Biomechanical.jpg,Futuristic,A Witch,witch,"biomechanical style sorceress casting spells . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,20230908142220-Biomechanical Cyberpunk.jpg,Futuristic,A Witch,witch,"biomechanical cyberpunk sorceress casting spells . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,20230908142235-Cybernetic.jpg,Futuristic,A Witch,witch,"cybernetic style sorceress casting spells . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,20230908142251-Cybernetic Robot.jpg,Futuristic,A Witch,witch,"cybernetic robot sorceress casting spells . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,20230908142306-Cyberpunk Cityscape.jpg,Futuristic,A Witch,witch,"cyberpunk cityscape sorceress casting spells . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,20230908142322-Futuristic.jpg,Futuristic,A Witch,witch,"futuristic style sorceress casting spells . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Glitchcore,20230908142337-Glitchcore.jpg,Futuristic,A Witch,witch,"Glitchcore Art Style, sorceress casting spells, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,20230908142353-Glo-fi.jpg,Futuristic,A Witch,witch,"Glo-fi Art Style, sorceress casting spells, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Retro Cyberpunk,20230908142408-Retro Cyberpunk.jpg,Futuristic,A Witch,witch,"retro cyberpunk sorceress casting spells . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,20230908142424-Retro Futurism.jpg,Futuristic,A Witch,witch,"retro-futuristic sorceress casting spells . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,20230908142440-Sci-Fi.jpg,Futuristic,A Witch,witch,"sci-fi style sorceress casting spells . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Vaporwave,20230908142456-Vaporwave.jpg,Futuristic,A Witch,witch,"vaporwave style sorceress casting spells . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Bubble Bobble,20230908142512-Bubble Bobble.jpg,Game,A Witch,witch,"Bubble Bobble style sorceress casting spells . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
Cyberpunk 2077,20230908142529-Cyberpunk Game.jpg,Game,A Witch,witch,"cyberpunk game style sorceress casting spells . neon, dystopian, futuristic, digital, vibrant, detailed, high contrast, reminiscent of cyberpunk genre video games","historical, natural, rustic, low detailed",,""
Fighting Game,20230908142545-Fighting Game.jpg,Game,A Witch,witch,"Fighting game style sorceress casting spells . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
Fortnite,20230908142602-Fortnite Art Style.jpg,Game,A Witch,witch,"Fortnite Art Style, sorceress casting spells, 3D cartoon, colorful, Fortnite Art Style","ugly, deformed, noisy, blurry, low contrast, photo, realistic",,""
GTA,20230908142618-GTA.jpg,Game,A Witch,witch,"GTA-style artwork sorceress casting spells . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Legend of Zelda,20230908142635-Legend of Zelda.jpg,Game,A Witch,witch,"Legend of Zelda style sorceress casting spells . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Minecraft,20230908142652-Minecraft.jpg,Game,A Witch,witch,"Minecraft style sorceress casting spells . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,20230908142708-Pokémon.jpg,Game,A Witch,witch,"Pokémon style sorceress casting spells . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
PS1,20230908142726-PS1.jpg,Game,A Witch,witch,"sorceress casting spells, <lora:ps1_style_SDXL_v2:1> ps1 style","",,"PS1 Graphics SDXL"
Retro Arcade,20230908142742-Retro Arcade.jpg,Game,A Witch,witch,"Retro arcade style sorceress casting spells . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,20230908142759-Retro Game.jpg,Game,A Witch,witch,"Retro game art sorceress casting spells . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,20230908142815-RPG Fantasy Game.jpg,Game,A Witch,witch,"Role-playing game (RPG) style fantasy sorceress casting spells . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,20230908142832-Strategy Game.jpg,Game,A Witch,witch,"Strategy game style sorceress casting spells . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,20230908142849-Street Fighter.jpg,Game,A Witch,witch,"Street Fighter style sorceress casting spells . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Super Mario,20230908142905-Super Mario.jpg,Game,A Witch,witch,"Super Mario style sorceress casting spells . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Voxel,20230908142923-Voxel.jpg,Game,A Witch,witch,"sorceress casting spells, <lora:VoxelXL_v1:1> voxel style","",,"Voxel XL"
Collage,20230908142939-Collage.jpg,Papercraft,A Witch,witch,"Collage style sorceress casting spells . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,20230908142956-Flat Papercut.jpg,Papercraft,A Witch,witch,"Flat papercut style sorceress casting spells . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,20230908143012-Kirigami.jpg,Papercraft,A Witch,witch,"Kirigami representation of sorceress casting spells . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,20230908143029-Paper Mache.jpg,Papercraft,A Witch,witch,"Paper mache representation of sorceress casting spells . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,20230908143046-Paper Quilling.jpg,Papercraft,A Witch,witch,"Paper quilling art of sorceress casting spells . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,20230908143102-Papercut Collage.jpg,Papercraft,A Witch,witch,"Papercut collage of sorceress casting spells . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,20230908143119-Papercut Shadow Box.jpg,Papercraft,A Witch,witch,"3D papercut shadow box of sorceress casting spells . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,20230908143135-Stacked Papercut.jpg,Papercraft,A Witch,witch,"Stacked papercut art of sorceress casting spells . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,20230908143152-Thick Layered Papercut.jpg,Papercraft,A Witch,witch,"Thick layered papercut art of sorceress casting spells . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,20230908143208-Alien.jpg,Photo,A Witch,witch,"Alien-themed sorceress casting spells . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Cinematic (Jugger XL),20230908143228-Jugger XL (Cinematic).jpg,Photo,A Witch,witch,"sorceress casting spells, <lora:jugger-xl:1> Cinematic","",,"Juggernaut Cinematic XL LoRA"
Cinematic Lighting (Jugger XL),20230908143245-Jugger XL (Cinematic Lighting).jpg,Photo,A Witch,witch,"sorceress casting spells, <lora:jugger-xl:1> Cinematic Lighting","",,"Juggernaut Cinematic XL LoRA"
Cinematic Shot (Jugger XL),20230908143302-Jugger XL (Cinematic Shot).jpg,Photo,A Witch,witch,"sorceress casting spells, <lora:jugger-xl:1> Cinematic Shot","",,"Juggernaut Cinematic XL LoRA"
Double Exposure,20230908143319-Double Exposure.jpg,Photo,A Witch,witch,"Double Exposure Style, sorceress casting spells, double image ghost effect, image combination, double exposure style","ugly, deformed, noisy, blurry, low contrast",,""
Faded Polaroid Photo,20230908143336-Faded Polaroid Photo.jpg,Photo,A Witch,witch,"Faded Polaroid Photo, sorceress casting spells, analog, old faded photo, old polaroid","ugly, deformed, noisy, blurry, low contrast, vibrant, colorful",,""
Film Noir,20230908143352-Film Noir.jpg,Photo,A Witch,witch,"Film noir style sorceress casting spells . Monochrome, high contrast, dramatic shadows, 1940s style, mysterious, cinematic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vibrant, colorful",,""
Film Still (Jugger XL),20230908143412-Jugger XL (Film Still).jpg,Photo,A Witch,witch,"sorceress casting spells, <lora:jugger-xl:1> Film Still","",,"Juggernaut Cinematic XL LoRA"
HDR,20230908143430-HDR.jpg,Photo,A Witch,witch,"HDR photo of sorceress casting spells . High dynamic range, vivid, rich details, clear shadows and highlights, realistic, intense, enhanced contrast, highly detailed","flat, low contrast, oversaturated, underexposed, overexposed, blurred, noisy",,""
Knolling Photography,20230908143446-Knolling Photography.jpg,Photo,A Witch,witch,"Knolling Photography, sorceress casting spells, flat lay photography, object arrangment, knolling photography","ugly, deformed, noisy, blurry, low contrast",,""
Long Exposure,20230908143503-Long Exposure.jpg,Photo,A Witch,witch,"Long exposure photo of sorceress casting spells . Blurred motion, streaks of light, surreal, dreamy, ghosting effect, highly detailed","static, noisy, deformed, shaky, abrupt, flat, low contrast",,""
Macro Photography,20230908143520-Macro Photography.jpg,Photo,A Witch,witch,"Macro Photography, sorceress casting spells, close-up, macro 100mm, macro photography","ugly, deformed, noisy, blurry, low contrast",,""
Movie Still (Jugger XL),20230908143540-Jugger XL (Movie Still).jpg,Photo,A Witch,witch,"sorceress casting spells, <lora:jugger-xl:1> Movie Still","",,"Juggernaut Cinematic XL LoRA"
Neon Noir,20230908143557-Neon Noir.jpg,Photo,A Witch,witch,"Neon noir sorceress casting spells . Cyberpunk, dark, rainy streets, neon signs, high contrast, low light, vibrant, highly detailed","bright, sunny, daytime, low contrast, black and white, sketch, watercolor",,""
Silhouette,20230908143614-Silhouette.jpg,Photo,A Witch,witch,"Silhouette style sorceress casting spells . High contrast, minimalistic, black and white, stark, dramatic","ugly, deformed, noisy, blurry, low contrast, color, realism, photorealistic",,""
Tilt-Shift,20230908143630-Tilt-Shift.jpg,Photo,A Witch,witch,"Tilt-shift photo of sorceress casting spells . Selective focus, miniature effect, blurred background, highly detailed, vibrant, perspective control","blurry, noisy, deformed, flat, low contrast, unrealistic, oversaturated, underexposed",,""
White Background,20230908143650-White Background.jpg,Photo,A Witch,witch,"sorceress casting spells, <lora:white_1_0:1> with a white background","",,"White Background"
Academia,20230908143707-Academia.jpg,Miscellaneous,A Witch,witch,"Academia, sorceress casting spells, preppy Ivy League style, stark, dramatic, chic boarding school, academia","ugly, deformed, noisy, blurry, low contrast, grunge, sloppy, unkempt",,""
Action Figure,20230908143724-Action Figure.jpg,Miscellaneous,A Witch,witch,"Action Figure, sorceress casting spells, plastic collectable action figure, collectable toy action figure","ugly, deformed, noisy, blurry, low contrast",,""
Architectural,20230908143740-Architectural.jpg,Miscellaneous,A Witch,witch,"Architectural style sorceress casting spells . Clean lines, geometric shapes, minimalist, modern, architectural drawing, highly detailed","curved lines, ornate, baroque, abstract, grunge",,""
Astral Aura,20230908143757-Astral Aura.jpg,Miscellaneous,A Witch,witch,"Astral Aura, sorceress casting spells, astral, colorful aura, vibrant energy","ugly, deformed, noisy, blurry, low contrast",,""
Blueprint,20230908143813-Blueprint Schematic Drawing.jpg,Miscellaneous,A Witch,witch,"Blueprint Schematic Drawing, sorceress casting spells, technical drawing, blueprint, schematic","ugly, deformed, noisy, blurry, low contrast",,""
