title,filename,category,subject,id,prompt,negativePrompt,lora
Line Art,20230831183736-Line Art.jpg,Stability's AI,Apple,apple,"line art drawing a basket of apples . professional, sleek, modern, minimalist, graphic, line art, vector graphics","anime, photorealistic, 35mm film, deformed, glitch, blurry, noisy, off-center, deformed, cross-eyed, closed eyes, bad anatomy, ugly, disfigured, mutated, realism, realistic, impressionism, expressionism, oil, acrylic",,""
Lowpoly,20230831183753-Lowpoly.jpg,Stability's AI,Apple,apple,"low-poly style a basket of apples . low-poly game art, polygon mesh, jagged, blocky, wireframe edges, centered composition","noisy, sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Neon Punk,20230831183810-Neon Punk.jpg,Stability's AI,Apple,apple,"neonpunk style a basket of apples . cyberpunk, vaporwave, neon, vibes, vibrant, stunningly beautiful, crisp, detailed, sleek, ultramodern, magenta highlights, dark purple shadows, high contrast, cinematic, ultra detailed, intricate, professional","painting, drawing, illustration, glitch, deformed, mutated, cross-eyed, ugly, disfigured",,""
Origami,20230831183827-Origami.jpg,Stability's AI,Apple,apple,"origami style a basket of apples . paper art, pleated paper, folded, origami art, pleats, cut and fold, centered composition","noisy, sloppy, messy, grainy, highly detailed, ultra textured, photo",,""
Photographic,20230831183844-Photographic.jpg,Stability's AI,Apple,apple,"cinematic photo a basket of apples . 35mm photograph, film, bokeh, professional, 4k, highly detailed","drawing, painting, crayon, sketch, graphite, impressionist, noisy, blurry, soft, deformed, ugly",,""
Pixel Art,20230831183901-Pixel Art.jpg,Stability's AI,Apple,apple,"pixel-art a basket of apples . low-res, blocky, pixel art style, 8-bit graphics","sloppy, messy, blurry, noisy, highly detailed, ultra textured, photo, realistic",,""
Texture,20230831183918-Texture.jpg,Stability's AI,Apple,apple,"texture a basket of apples top down close-up","ugly, deformed, noisy, blurry",,""
Advertising,20230831183934-Advertising.jpg,Ads,Apple,apple,"Advertising poster style a basket of apples . Professional, modern, product-focused, commercial, eye-catching, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Food Photography,20230831183951-Food Photography.jpg,Ads,Apple,apple,"Food photography style a basket of apples . Appetizing, professional, culinary, high-resolution, commercial, highly detailed","unappetizing, sloppy, unprofessional, noisy, blurry",,""
Real Estate,20230831184008-Real Estate.jpg,Ads,Apple,apple,"Real estate photography style a basket of apples . Professional, inviting, well-lit, high-resolution, property-focused, commercial, highly detailed","dark, blurry, unappealing, noisy, unprofessional",,""
Abstract,20230831184025-Abstract.jpg,Artstyle,Apple,apple,"Abstract style a basket of apples . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete",,""
Cubist,20230831184042-Cubist.jpg,Artstyle,Apple,apple,"Cubist artwork a basket of apples . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Graffiti,20230831184059-Graffiti.jpg,Artstyle,Apple,apple,"Graffiti style a basket of apples . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Hyperrealism,20230831184116-Hyperrealism.jpg,Artstyle,Apple,apple,"Hyperrealistic art a basket of apples . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Impressionist,20230831184133-Impressionist.jpg,Artstyle,Apple,apple,"Impressionist painting a basket of apples . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Pointillism,20230831184149-Pointillism.jpg,Artstyle,Apple,apple,"Pointillism style a basket of apples . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,20230831184206-Pop Art.jpg,Artstyle,Apple,apple,"Pop Art style a basket of apples . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,20230831184223-Psychedelic.jpg,Artstyle,Apple,apple,"Psychedelic style a basket of apples . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,20230831184240-Renaissance.jpg,Artstyle,Apple,apple,"Renaissance style a basket of apples . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,20230831184257-Steampunk.jpg,Artstyle,Apple,apple,"Steampunk style a basket of apples . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,20230831184314-Surrealist.jpg,Artstyle,Apple,apple,"Surrealist art a basket of apples . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Typography,20230831184330-Typography.jpg,Artstyle,Apple,apple,"Typographic art a basket of apples . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,20230831184347-Watercolor.jpg,Artstyle,Apple,apple,"Watercolor painting a basket of apples . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Fighting Game,20230831184404-Fighting Game.jpg,Game,Apple,apple,"Fighting game style a basket of apples . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
GTA,20230831184421-GTA.jpg,Game,Apple,apple,"GTA-style artwork a basket of apples . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Super Mario,20230831184438-Super Mario.jpg,Game,Apple,apple,"Super Mario style a basket of apples . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Minecraft,20230831184455-Minecraft.jpg,Game,Apple,apple,"Minecraft style a basket of apples . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,20230831184512-Pokémon.jpg,Game,Apple,apple,"Pokémon style a basket of apples . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
Retro Arcade,20230831184529-Retro Arcade.jpg,Game,Apple,apple,"Retro arcade style a basket of apples . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,20230831184546-Retro Game.jpg,Game,Apple,apple,"Retro game art a basket of apples . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,20230831184603-RPG Fantasy Game.jpg,Game,Apple,apple,"Role-playing game (RPG) style fantasy a basket of apples . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,20230831184620-Strategy Game.jpg,Game,Apple,apple,"Strategy game style a basket of apples . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,20230831184637-Street Fighter.jpg,Game,Apple,apple,"Street Fighter style a basket of apples . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Legend of Zelda,20230831184654-Legend of Zelda.jpg,Game,Apple,apple,"Legend of Zelda style a basket of apples . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Architectural,20230831184711-Architectural.jpg,Miscellaneous,Apple,apple,"Architectural style a basket of apples . Clean lines, geometric shapes, minimalist, modern, architectural drawing, highly detailed","curved lines, ornate, baroque, abstract, grunge",,""
Disco,20230831184727-Disco.jpg,Miscellaneous,Apple,apple,"Disco-themed a basket of apples . Vibrant, groovy, retro 70s style, shiny disco balls, neon lights, dance floor, highly detailed","minimalist, rustic, monochrome, contemporary, simplistic",,""
Dreamscape,20230831184744-Dreamscape.jpg,Miscellaneous,Apple,apple,"Dreamscape a basket of apples . Surreal, ethereal, dreamy, mysterious, fantasy, highly detailed","realistic, concrete, ordinary, mundane",,""
Dystopian,20230831184801-Dystopian.jpg,Miscellaneous,Apple,apple,"Dystopian style a basket of apples . Bleak, post-apocalyptic, somber, dramatic, highly detailed","ugly, deformed, noisy, blurry, low contrast, cheerful, optimistic, vibrant, colorful",,""
Fairy Tale,20230831184818-Fairy Tale.jpg,Miscellaneous,Apple,apple,"Fairy tale a basket of apples . Magical, fantastical, enchanting, storybook style, highly detailed","realistic, modern, ordinary, mundane",,""
Gothic,20230831184835-Gothic.jpg,Miscellaneous,Apple,apple,"Gothic style a basket of apples . Dark, mysterious, haunting, dramatic, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, cheerful, optimistic",,""
Grunge,20230831184851-Grunge.jpg,Miscellaneous,Apple,apple,"Grunge style a basket of apples . Textured, distressed, vintage, edgy, punk rock vibe, dirty, noisy","smooth, clean, minimalist, sleek, modern, photorealistic",,""
Horror,20230831184908-Horror.jpg,Miscellaneous,Apple,apple,"Horror-themed a basket of apples . Eerie, unsettling, dark, spooky, suspenseful, grim, highly detailed","cheerful, bright, vibrant, light-hearted, cute",,""
Minimalist,20230831184925-Minimalist.jpg,Miscellaneous,Apple,apple,"Minimalist style a basket of apples . Simple, clean, uncluttered, modern, elegant","ornate, complicated, highly detailed, cluttered, disordered, messy, noisy",,""
Monochrome,20230831184942-Monochrome.jpg,Miscellaneous,Apple,apple,"Monochrome a basket of apples . Black and white, contrast, tone, texture, detailed","colorful, vibrant, noisy, blurry, deformed",,""
Nautical,20230831184959-Nautical.jpg,Miscellaneous,Apple,apple,"Nautical-themed a basket of apples . Sea, ocean, ships, maritime, beach, marine life, highly detailed","landlocked, desert, mountains, urban, rustic",,""
Space,20230831185016-Space.jpg,Miscellaneous,Apple,apple,"Space-themed a basket of apples . Cosmic, celestial, stars, galaxies, nebulas, planets, science fiction, highly detailed","earthly, mundane, ground-based, realism",,""
Stained Glass,20230831185033-Stained Glass.jpg,Miscellaneous,Apple,apple,"Stained glass style a basket of apples . Vibrant, beautiful, translucent, intricate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Techwear Fashion,20230831185050-Techwear Fashion.jpg,Miscellaneous,Apple,apple,"Techwear fashion a basket of apples . Futuristic, cyberpunk, urban, tactical, sleek, dark, highly detailed","vintage, rural, colorful, low contrast, realism, sketch, watercolor",,""
Tribal,20230831185107-Tribal.jpg,Miscellaneous,Apple,apple,"Tribal style a basket of apples . Indigenous, ethnic, traditional patterns, bold, natural colors, highly detailed","modern, futuristic, minimalist, pastel",,""
Zentangle,20230831185124-Zentangle.jpg,Miscellaneous,Apple,apple,"Zentangle a basket of apples . Intricate, abstract, monochrome, patterns, meditative, highly detailed","colorful, representative, simplistic, large fields of color",,""
Collage,20230831185141-Collage.jpg,Papercraft,Apple,apple,"Collage style a basket of apples . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,20230831185158-Flat Papercut.jpg,Papercraft,Apple,apple,"Flat papercut style a basket of apples . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,20230831185215-Kirigami.jpg,Papercraft,Apple,apple,"Kirigami representation of a basket of apples . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,20230831185232-Paper Mache.jpg,Papercraft,Apple,apple,"Paper mache representation of a basket of apples . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,20230831185249-Paper Quilling.jpg,Papercraft,Apple,apple,"Paper quilling art of a basket of apples . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,20230831185306-Papercut Collage.jpg,Papercraft,Apple,apple,"Papercut collage of a basket of apples . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,20230831185323-Papercut Shadow Box.jpg,Papercraft,Apple,apple,"3D papercut shadow box of a basket of apples . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,20230831185339-Stacked Papercut.jpg,Papercraft,Apple,apple,"Stacked papercut art of a basket of apples . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,20230831185356-Thick Layered Papercut.jpg,Papercraft,Apple,apple,"Thick layered papercut art of a basket of apples . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,20230831185413-Alien.jpg,Photo,Apple,apple,"Alien-themed a basket of apples . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Film Noir,20230831185430-Film Noir.jpg,Photo,Apple,apple,"Film noir style a basket of apples . Monochrome, high contrast, dramatic shadows, 1940s style, mysterious, cinematic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vibrant, colorful",,""
HDR,20230831185447-HDR.jpg,Photo,Apple,apple,"HDR photo of a basket of apples . High dynamic range, vivid, rich details, clear shadows and highlights, realistic, intense, enhanced contrast, highly detailed","flat, low contrast, oversaturated, underexposed, overexposed, blurred, noisy",,""
Long Exposure,20230831185504-Long Exposure.jpg,Photo,Apple,apple,"Long exposure photo of a basket of apples . Blurred motion, streaks of light, surreal, dreamy, ghosting effect, highly detailed","static, noisy, deformed, shaky, abrupt, flat, low contrast",,""
Neon Noir,20230831185521-Neon Noir.jpg,Photo,Apple,apple,"Neon noir a basket of apples . Cyberpunk, dark, rainy streets, neon signs, high contrast, low light, vibrant, highly detailed","bright, sunny, daytime, low contrast, black and white, sketch, watercolor",,""
Silhouette,20230831185538-Silhouette.jpg,Photo,Apple,apple,"Silhouette style a basket of apples . High contrast, minimalistic, black and white, stark, dramatic","ugly, deformed, noisy, blurry, low contrast, color, realism, photorealistic",,""
Tilt-Shift,20230831185554-Tilt-Shift.jpg,Photo,Apple,apple,"Tilt-shift photo of a basket of apples . Selective focus, miniature effect, blurred background, highly detailed, vibrant, perspective control","blurry, noisy, deformed, flat, low contrast, unrealistic, oversaturated, underexposed",,""
Luxury,20230831185611-Luxury.jpg,Ads,Apple,apple,"Luxury product style a basket of apples . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Automotive,20230831185628-Automotive.jpg,Ads,Apple,apple,"Automotive advertisement style a basket of apples . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,20230831185645-Corporate.jpg,Ads,Apple,apple,"Corporate branding style a basket of apples . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,20230831185702-Fashion.jpg,Ads,Apple,apple,"Fashion editorial style a basket of apples . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Retail,20230831185719-Retail.jpg,Ads,Apple,apple,"Retail packaging style a basket of apples . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract Expressionism,20230831185736-Abstract Expressionism.jpg,Artstyle,Apple,apple,"abstract expressionist painting a basket of apples . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,20230831185753-Art Deco.jpg,Artstyle,Apple,apple,"Art Deco style a basket of apples . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,20230831185810-Art Nouveau.jpg,Artstyle,Apple,apple,"Art Nouveau style a basket of apples . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Expressionist,20230831185844-Expressionist.jpg,Artstyle,Apple,apple,"expressionist a basket of apples . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Avant-garde,20230831185901-Avant-garde.jpg,Artstyle,Apple,apple,"Avant-garde, a basket of apples, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,20230831185918-Baroque.jpg,Artstyle,Apple,apple,"Baroque, a basket of apples, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,20230831185935-Bauhaus-Style Poster.jpg,Artstyle,Apple,apple,"Bauhaus-Style Poster, a basket of apples, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,20230831185951-Caricature.jpg,Artstyle,Apple,apple,"Caricature, a basket of apples, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,20230831190008-Cel Shaded Art.jpg,Artstyle,Apple,apple,"Cel Shaded Art, a basket of apples, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,20230831190025-Character Design Sheet.jpg,Artstyle,Apple,apple,"Character Design Sheet, a basket of apples, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,20230831190042-Color Field Painting.jpg,Artstyle,Apple,apple,"Color Field Painting, a basket of apples, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,20230831190059-Conceptual Art.jpg,Artstyle,Apple,apple,"Conceptual Art, a basket of apples, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Dadaism,20230831190116-Dadaism.jpg,Artstyle,Apple,apple,"Dadaism Art, a basket of apples, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dark Fantasy,20230831190133-Dark Fantasy.jpg,Artstyle,Apple,apple,"Dark Fantasy Art, a basket of apples, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Fauvism,20230831190150-Fauvism.jpg,Artstyle,Apple,apple,"Fauvism Art, a basket of apples, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Ink Dripping,20230831190207-Ink Dripping Drawing.jpg,Artstyle,Apple,apple,"Ink Dripping Drawing, a basket of apples, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,20230831190224-Japanese Ink Drawing.jpg,Artstyle,Apple,apple,"Japanese Ink Drawing, a basket of apples, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Biomechanical,20230831190240-Biomechanical.jpg,Futuristic,Apple,apple,"biomechanical style a basket of apples . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,20230831190257-Biomechanical Cyberpunk.jpg,Futuristic,Apple,apple,"biomechanical cyberpunk a basket of apples . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,20230831190314-Cybernetic.jpg,Futuristic,Apple,apple,"cybernetic style a basket of apples . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,20230831190331-Cybernetic Robot.jpg,Futuristic,Apple,apple,"cybernetic robot a basket of apples . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,20230831190348-Cyberpunk Cityscape.jpg,Futuristic,Apple,apple,"cyberpunk cityscape a basket of apples . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,20230831190405-Futuristic.jpg,Futuristic,Apple,apple,"futuristic style a basket of apples . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Retro Cyberpunk,20230831190422-Retro Cyberpunk.jpg,Futuristic,Apple,apple,"retro cyberpunk a basket of apples . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,20230831190439-Retro Futurism.jpg,Futuristic,Apple,apple,"retro-futuristic a basket of apples . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,20230831190456-Sci-Fi.jpg,Futuristic,Apple,apple,"sci-fi style a basket of apples . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Vaporwave,20230831190513-Vaporwave.jpg,Futuristic,Apple,apple,"vaporwave style a basket of apples . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Glitchcore,20230831190530-Glitchcore.jpg,Futuristic,Apple,apple,"Glitchcore Art Style, a basket of apples, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,20230831190547-Glo-fi.jpg,Futuristic,Apple,apple,"Glo-fi Art Style, a basket of apples, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Bubble Bobble,20230831190603-Bubble Bobble.jpg,Game,Apple,apple,"Bubble Bobble style a basket of apples . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
