title,filename,category,subject,id,prompt,negativePrompt,lora
Less Details,20230908130028-Add Details XL (Less Details).jpg,No style,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:add-detail-xl:-1>","",,"Detail Tweaker XL"
More Details,20230908130046-Add Details XL (More Details).jpg,No style,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:add-detail-xl:1>","",,"Detail Tweaker XL"
Most Details,20230908130103-Add Details XL (Most Details).jpg,No style,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:add-detail-xl:3>","",,"Detail Tweaker XL"
Advertising,20230908130120-Advertising.jpg,Ads,Stormtrooper,stormtrooper,"Advertising poster style stormtrooper taking aim . Professional, modern, product-focused, commercial, eye-catching, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Automotive,20230908130137-Automotive.jpg,Ads,Stormtrooper,stormtrooper,"Automotive advertisement style stormtrooper taking aim . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,20230908130154-Corporate.jpg,Ads,Stormtrooper,stormtrooper,"Corporate branding style stormtrooper taking aim . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,20230908130210-Fashion.jpg,Ads,Stormtrooper,stormtrooper,"Fashion editorial style stormtrooper taking aim . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Food Photography,20230908130227-Food Photography.jpg,Ads,Stormtrooper,stormtrooper,"Food photography style stormtrooper taking aim . Appetizing, professional, culinary, high-resolution, commercial, highly detailed","unappetizing, sloppy, unprofessional, noisy, blurry",,""
Luxury,20230908130243-Luxury.jpg,Ads,Stormtrooper,stormtrooper,"Luxury product style stormtrooper taking aim . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Real Estate,20230908130300-Real Estate.jpg,Ads,Stormtrooper,stormtrooper,"Real estate photography style stormtrooper taking aim . Professional, inviting, well-lit, high-resolution, property-focused, commercial, highly detailed","dark, blurry, unappealing, noisy, unprofessional",,""
Retail,20230908130317-Retail.jpg,Ads,Stormtrooper,stormtrooper,"Retail packaging style stormtrooper taking aim . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract,20230908130333-Abstract.jpg,Artstyle,Stormtrooper,stormtrooper,"Abstract style stormtrooper taking aim . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete",,""
Abstract Expressionism,20230908130350-Abstract Expressionism.jpg,Artstyle,Stormtrooper,stormtrooper,"abstract expressionist painting stormtrooper taking aim . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,20230908130406-Art Deco.jpg,Artstyle,Stormtrooper,stormtrooper,"Art Deco style stormtrooper taking aim . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,20230908130423-Art Nouveau.jpg,Artstyle,Stormtrooper,stormtrooper,"Art Nouveau style stormtrooper taking aim . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Avant-garde,20230908130439-Avant-garde.jpg,Artstyle,Stormtrooper,stormtrooper,"Avant-garde, stormtrooper taking aim, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,20230908130456-Baroque.jpg,Artstyle,Stormtrooper,stormtrooper,"Baroque, stormtrooper taking aim, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,20230908130513-Bauhaus-Style Poster.jpg,Artstyle,Stormtrooper,stormtrooper,"Bauhaus-Style Poster, stormtrooper taking aim, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,20230908130530-Caricature.jpg,Artstyle,Stormtrooper,stormtrooper,"Caricature, stormtrooper taking aim, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,20230908130546-Cel Shaded Art.jpg,Artstyle,Stormtrooper,stormtrooper,"Cel Shaded Art, stormtrooper taking aim, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,20230908130603-Character Design Sheet.jpg,Artstyle,Stormtrooper,stormtrooper,"Character Design Sheet, stormtrooper taking aim, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,20230908130619-Color Field Painting.jpg,Artstyle,Stormtrooper,stormtrooper,"Color Field Painting, stormtrooper taking aim, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,20230908130636-Conceptual Art.jpg,Artstyle,Stormtrooper,stormtrooper,"Conceptual Art, stormtrooper taking aim, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Crayon,20230908130653-Crayon.jpg,Artstyle,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:crayons_v1_sdxl:1>","",,"Crayon Style"
Cubist,20230908130710-Cubist.jpg,Artstyle,Stormtrooper,stormtrooper,"Cubist artwork stormtrooper taking aim . Geometric shapes, abstract, innovative, revolutionary","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Dadaism,20230908130726-Dadaism.jpg,Artstyle,Stormtrooper,stormtrooper,"Dadaism Art, stormtrooper taking aim, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dark Fantasy,20230908130743-Dark Fantasy.jpg,Artstyle,Stormtrooper,stormtrooper,"Dark Fantasy Art, stormtrooper taking aim, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Expressionist,20230908130800-Expressionist.jpg,Artstyle,Stormtrooper,stormtrooper,"expressionist stormtrooper taking aim . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Fauvism,20230908130816-Fauvism.jpg,Artstyle,Stormtrooper,stormtrooper,"Fauvism Art, stormtrooper taking aim, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Graffiti,20230908130833-Graffiti.jpg,Artstyle,Stormtrooper,stormtrooper,"Graffiti style stormtrooper taking aim . Street art, vibrant, urban, detailed, tag, mural","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Hyperrealism,20230908130849-Hyperrealism.jpg,Artstyle,Stormtrooper,stormtrooper,"Hyperrealistic art stormtrooper taking aim . Extremely high-resolution details, photographic, realism pushed to extreme, fine texture, incredibly lifelike","simplified, abstract, unrealistic, impressionistic, low resolution",,""
Impressionist,20230908130906-Impressionist.jpg,Artstyle,Stormtrooper,stormtrooper,"Impressionist painting stormtrooper taking aim . Loose brushwork, vibrant color, light and shadow play, captures feeling over form","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Ink Dripping,20230908130921-Ink Dripping Drawing.jpg,Artstyle,Stormtrooper,stormtrooper,"Ink Dripping Drawing, stormtrooper taking aim, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,20230908130937-Japanese Ink Drawing.jpg,Artstyle,Stormtrooper,stormtrooper,"Japanese Ink Drawing, stormtrooper taking aim, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Junji Ito,20230908130953-Junji Ito.jpg,Artstyle,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:XL_itoStyleLycoris:1>","",,"Junji Ito Style (XL)"
Moebius (old),20230908131011-Moebius (old).jpg,Artstyle,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:moebius-xl:0.8> moebzxl, moebius, Jean Giraud","",,"Moebius SDXL (Jean Giraud)"
Pointillism,20230908131027-Pointillism.jpg,Artstyle,Stormtrooper,stormtrooper,"Pointillism style stormtrooper taking aim . Composed entirely of small, distinct dots of color, vibrant, highly detailed","line drawing, smooth shading, large color fields, simplistic",,""
Pop Art,20230908131043-Pop Art.jpg,Artstyle,Stormtrooper,stormtrooper,"Pop Art style stormtrooper taking aim . Bright colors, bold outlines, popular culture themes, ironic or kitsch","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, minimalist",,""
Psychedelic,20230908131058-Psychedelic.jpg,Artstyle,Stormtrooper,stormtrooper,"Psychedelic style stormtrooper taking aim . Vibrant colors, swirling patterns, abstract forms, surreal, trippy","monochrome, black and white, low contrast, realistic, photorealistic, plain, simple",,""
Renaissance,20230908131114-Renaissance.jpg,Artstyle,Stormtrooper,stormtrooper,"Renaissance style stormtrooper taking aim . Realistic, perspective, light and shadow, religious or mythological themes, highly detailed","ugly, deformed, noisy, blurry, low contrast, modernist, minimalist, abstract",,""
Steampunk,20230908131129-Steampunk.jpg,Artstyle,Stormtrooper,stormtrooper,"Steampunk style stormtrooper taking aim . Antique, mechanical, brass and copper tones, gears, intricate, detailed","deformed, glitch, noisy, low contrast, anime, photorealistic",,""
Surrealist,20230908131145-Surrealist.jpg,Artstyle,Stormtrooper,stormtrooper,"Surrealist art stormtrooper taking aim . Dreamlike, mysterious, provocative, symbolic, intricate, detailed","anime, photorealistic, realistic, deformed, glitch, noisy, low contrast",,""
Typography,20230908131200-Typography.jpg,Artstyle,Stormtrooper,stormtrooper,"Typographic art stormtrooper taking aim . Stylized, intricate, detailed, artistic, text-based","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Watercolor,20230908131216-Watercolor.jpg,Artstyle,Stormtrooper,stormtrooper,"Watercolor painting stormtrooper taking aim . Vibrant, beautiful, painterly, detailed, textural, artistic","anime, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
Biomechanical,20230908131231-Biomechanical.jpg,Futuristic,Stormtrooper,stormtrooper,"biomechanical style stormtrooper taking aim . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
Biomechanical Cyberpunk,20230908131247-Biomechanical Cyberpunk.jpg,Futuristic,Stormtrooper,stormtrooper,"biomechanical cyberpunk stormtrooper taking aim . cybernetics, human-machine fusion, dystopian, organic meets artificial, dark, intricate, highly detailed","natural, colorful, deformed, sketch, low contrast, watercolor",,""
Cybernetic,20230908131302-Cybernetic.jpg,Futuristic,Stormtrooper,stormtrooper,"cybernetic style stormtrooper taking aim . futuristic, technological, cybernetic enhancements, robotics, artificial intelligence themes","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Cybernetic Robot,20230908131318-Cybernetic Robot.jpg,Futuristic,Stormtrooper,stormtrooper,"cybernetic robot stormtrooper taking aim . android, AI, machine, metal, wires, tech, futuristic, highly detailed","organic, natural, human, sketch, watercolor, low contrast",,""
Cyberpunk Cityscape,20230908131334-Cyberpunk Cityscape.jpg,Futuristic,Stormtrooper,stormtrooper,"cyberpunk cityscape stormtrooper taking aim . neon lights, dark alleys, skyscrapers, futuristic, vibrant colors, high contrast, highly detailed","natural, rural, deformed, low contrast, black and white, sketch, watercolor",,""
Futuristic,20230908131349-Futuristic.jpg,Futuristic,Stormtrooper,stormtrooper,"futuristic style stormtrooper taking aim . sleek, modern, ultramodern, high tech, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vintage, antique",,""
Glitchcore,20230908131405-Glitchcore.jpg,Futuristic,Stormtrooper,stormtrooper,"Glitchcore Art Style, stormtrooper taking aim, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,20230908131420-Glo-fi.jpg,Futuristic,Stormtrooper,stormtrooper,"Glo-fi Art Style, stormtrooper taking aim, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Retro Cyberpunk,20230908131436-Retro Cyberpunk.jpg,Futuristic,Stormtrooper,stormtrooper,"retro cyberpunk stormtrooper taking aim . 80's inspired, synthwave, neon, vibrant, detailed, retro futurism","modern, desaturated, black and white, realism, low contrast",,""
Retro Futurism,20230908131451-Retro Futurism.jpg,Futuristic,Stormtrooper,stormtrooper,"retro-futuristic stormtrooper taking aim . vintage sci-fi, 50s and 60s style, atomic age, vibrant, highly detailed","contemporary, realistic, rustic, primitive",,""
Sci-Fi,20230908131507-Sci-Fi.jpg,Futuristic,Stormtrooper,stormtrooper,"sci-fi style stormtrooper taking aim . futuristic, technological, alien worlds, space themes, advanced civilizations","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, historical, medieval",,""
Vaporwave,20230908131522-Vaporwave.jpg,Futuristic,Stormtrooper,stormtrooper,"vaporwave style stormtrooper taking aim . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Bubble Bobble,20230908131538-Bubble Bobble.jpg,Game,Stormtrooper,stormtrooper,"Bubble Bobble style stormtrooper taking aim . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
Cyberpunk 2077,20230908131553-Cyberpunk Game.jpg,Game,Stormtrooper,stormtrooper,"cyberpunk game style stormtrooper taking aim . neon, dystopian, futuristic, digital, vibrant, detailed, high contrast, reminiscent of cyberpunk genre video games","historical, natural, rustic, low detailed",,""
Fighting Game,20230908131609-Fighting Game.jpg,Game,Stormtrooper,stormtrooper,"Fighting game style stormtrooper taking aim . Dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",,""
Fortnite,20230908131624-Fortnite Art Style.jpg,Game,Stormtrooper,stormtrooper,"Fortnite Art Style, stormtrooper taking aim, 3D cartoon, colorful, Fortnite Art Style","ugly, deformed, noisy, blurry, low contrast, photo, realistic",,""
GTA,20230908131640-GTA.jpg,Game,Stormtrooper,stormtrooper,"GTA-style artwork stormtrooper taking aim . Satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",,""
Legend of Zelda,20230908131655-Legend of Zelda.jpg,Game,Stormtrooper,stormtrooper,"Legend of Zelda style stormtrooper taking aim . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Minecraft,20230908131710-Minecraft.jpg,Game,Stormtrooper,stormtrooper,"Minecraft style stormtrooper taking aim . Blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",,""
Pokémon,20230908131726-Pokémon.jpg,Game,Stormtrooper,stormtrooper,"Pokémon style stormtrooper taking aim . Vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",,""
PS1,20230908131742-PS1.jpg,Game,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:ps1_style_SDXL_v2:1> ps1 style","",,"PS1 Graphics SDXL"
Retro Arcade,20230908131758-Retro Arcade.jpg,Game,Stormtrooper,stormtrooper,"Retro arcade style stormtrooper taking aim . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",,""
Retro Game,20230908131813-Retro Game.jpg,Game,Stormtrooper,stormtrooper,"Retro game art stormtrooper taking aim . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",,""
RPG Fantasy Game,20230908131829-RPG Fantasy Game.jpg,Game,Stormtrooper,stormtrooper,"Role-playing game (RPG) style fantasy stormtrooper taking aim . Detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",,""
Strategy Game,20230908131844-Strategy Game.jpg,Game,Stormtrooper,stormtrooper,"Strategy game style stormtrooper taking aim . Overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",,""
Street Fighter,20230908131900-Street Fighter.jpg,Game,Stormtrooper,stormtrooper,"Street Fighter style stormtrooper taking aim . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Super Mario,20230908131916-Super Mario.jpg,Game,Stormtrooper,stormtrooper,"Super Mario style stormtrooper taking aim . Vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",,""
Voxel,20230908131932-Voxel.jpg,Game,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:VoxelXL_v1:1> voxel style","",,"Voxel XL"
Collage,20230908131948-Collage.jpg,Papercraft,Stormtrooper,stormtrooper,"Collage style stormtrooper taking aim . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,20230908132003-Flat Papercut.jpg,Papercraft,Stormtrooper,stormtrooper,"Flat papercut style stormtrooper taking aim . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,20230908132018-Kirigami.jpg,Papercraft,Stormtrooper,stormtrooper,"Kirigami representation of stormtrooper taking aim . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,20230908132034-Paper Mache.jpg,Papercraft,Stormtrooper,stormtrooper,"Paper mache representation of stormtrooper taking aim . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,20230908132050-Paper Quilling.jpg,Papercraft,Stormtrooper,stormtrooper,"Paper quilling art of stormtrooper taking aim . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,20230908132106-Papercut Collage.jpg,Papercraft,Stormtrooper,stormtrooper,"Papercut collage of stormtrooper taking aim . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,20230908132122-Papercut Shadow Box.jpg,Papercraft,Stormtrooper,stormtrooper,"3D papercut shadow box of stormtrooper taking aim . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,20230908132138-Stacked Papercut.jpg,Papercraft,Stormtrooper,stormtrooper,"Stacked papercut art of stormtrooper taking aim . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,20230908132153-Thick Layered Papercut.jpg,Papercraft,Stormtrooper,stormtrooper,"Thick layered papercut art of stormtrooper taking aim . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,20230908132209-Alien.jpg,Photo,Stormtrooper,stormtrooper,"Alien-themed stormtrooper taking aim . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Cinematic (Jugger XL),20230908132228-Jugger XL (Cinematic).jpg,Photo,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:jugger-xl:1> Cinematic","",,"Juggernaut Cinematic XL LoRA"
Cinematic Lighting (Jugger XL),20230908132244-Jugger XL (Cinematic Lighting).jpg,Photo,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:jugger-xl:1> Cinematic Lighting","",,"Juggernaut Cinematic XL LoRA"
Cinematic Shot (Jugger XL),20230908132259-Jugger XL (Cinematic Shot).jpg,Photo,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:jugger-xl:1> Cinematic Shot","",,"Juggernaut Cinematic XL LoRA"
Double Exposure,20230908132316-Double Exposure.jpg,Photo,Stormtrooper,stormtrooper,"Double Exposure Style, stormtrooper taking aim, double image ghost effect, image combination, double exposure style","ugly, deformed, noisy, blurry, low contrast",,""
Faded Polaroid Photo,20230908132331-Faded Polaroid Photo.jpg,Photo,Stormtrooper,stormtrooper,"Faded Polaroid Photo, stormtrooper taking aim, analog, old faded photo, old polaroid","ugly, deformed, noisy, blurry, low contrast, vibrant, colorful",,""
Film Noir,20230908132347-Film Noir.jpg,Photo,Stormtrooper,stormtrooper,"Film noir style stormtrooper taking aim . Monochrome, high contrast, dramatic shadows, 1940s style, mysterious, cinematic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vibrant, colorful",,""
Film Still (Jugger XL),20230908132406-Jugger XL (Film Still).jpg,Photo,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:jugger-xl:1> Film Still","",,"Juggernaut Cinematic XL LoRA"
HDR,20230908132422-HDR.jpg,Photo,Stormtrooper,stormtrooper,"HDR photo of stormtrooper taking aim . High dynamic range, vivid, rich details, clear shadows and highlights, realistic, intense, enhanced contrast, highly detailed","flat, low contrast, oversaturated, underexposed, overexposed, blurred, noisy",,""
Knolling Photography,20230908132437-Knolling Photography.jpg,Photo,Stormtrooper,stormtrooper,"Knolling Photography, stormtrooper taking aim, flat lay photography, object arrangment, knolling photography","ugly, deformed, noisy, blurry, low contrast",,""
Long Exposure,20230908132453-Long Exposure.jpg,Photo,Stormtrooper,stormtrooper,"Long exposure photo of stormtrooper taking aim . Blurred motion, streaks of light, surreal, dreamy, ghosting effect, highly detailed","static, noisy, deformed, shaky, abrupt, flat, low contrast",,""
Macro Photography,20230908132508-Macro Photography.jpg,Photo,Stormtrooper,stormtrooper,"Macro Photography, stormtrooper taking aim, close-up, macro 100mm, macro photography","ugly, deformed, noisy, blurry, low contrast",,""
Movie Still (Jugger XL),20230908132528-Jugger XL (Movie Still).jpg,Photo,Stormtrooper,stormtrooper,"stormtrooper taking aim, <lora:jugger-xl:1> Movie Still","",,"Juggernaut Cinematic XL LoRA"
