title,filename,category,subject,id,prompt,negativePrompt,lora
Street Fighter,20230829122151-Street Fighter.jpg,Game,Modern House,house,"Street Fighter style photo of a small cozy modern house, great view, sunshine . Vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",,""
Legend of Zelda,20230829122207-Legend of Zelda.jpg,Game,Modern House,house,"Legend of Zelda style photo of a small cozy modern house, great view, sunshine . Vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",,""
Architectural,20230829122224-Architectural.jpg,Miscellaneous,Modern House,house,"Architectural style photo of a small cozy modern house, great view, sunshine . Clean lines, geometric shapes, minimalist, modern, architectural drawing, highly detailed","curved lines, ornate, baroque, abstract, grunge",,""
Disco,20230829122242-Disco.jpg,Miscellaneous,Modern House,house,"Disco-themed photo of a small cozy modern house, great view, sunshine . Vibrant, groovy, retro 70s style, shiny disco balls, neon lights, dance floor, highly detailed","minimalist, rustic, monochrome, contemporary, simplistic",,""
Dreamscape,20230829122300-Dreamscape.jpg,Miscellaneous,Modern House,house,"Dreamscape photo of a small cozy modern house, great view, sunshine . Surreal, ethereal, dreamy, mysterious, fantasy, highly detailed","realistic, concrete, ordinary, mundane",,""
Dystopian,20230829122316-Dystopian.jpg,Miscellaneous,Modern House,house,"Dystopian style photo of a small cozy modern house, great view, sunshine . Bleak, post-apocalyptic, somber, dramatic, highly detailed","ugly, deformed, noisy, blurry, low contrast, cheerful, optimistic, vibrant, colorful",,""
Fairy Tale,20230829122333-Fairy Tale.jpg,Miscellaneous,Modern House,house,"Fairy tale photo of a small cozy modern house, great view, sunshine . Magical, fantastical, enchanting, storybook style, highly detailed","realistic, modern, ordinary, mundane",,""
Gothic,20230829122349-Gothic.jpg,Miscellaneous,Modern House,house,"Gothic style photo of a small cozy modern house, great view, sunshine . Dark, mysterious, haunting, dramatic, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, cheerful, optimistic",,""
Grunge,20230829122406-Grunge.jpg,Miscellaneous,Modern House,house,"Grunge style photo of a small cozy modern house, great view, sunshine . Textured, distressed, vintage, edgy, punk rock vibe, dirty, noisy","smooth, clean, minimalist, sleek, modern, photorealistic",,""
Horror,20230829122423-Horror.jpg,Miscellaneous,Modern House,house,"Horror-themed photo of a small cozy modern house, great view, sunshine . Eerie, unsettling, dark, spooky, suspenseful, grim, highly detailed","cheerful, bright, vibrant, light-hearted, cute",,""
Minimalist,20230829122439-Minimalist.jpg,Miscellaneous,Modern House,house,"Minimalist style photo of a small cozy modern house, great view, sunshine . Simple, clean, uncluttered, modern, elegant","ornate, complicated, highly detailed, cluttered, disordered, messy, noisy",,""
Monochrome,20230829122456-Monochrome.jpg,Miscellaneous,Modern House,house,"Monochrome photo of a small cozy modern house, great view, sunshine . Black and white, contrast, tone, texture, detailed","colorful, vibrant, noisy, blurry, deformed",,""
Nautical,20230829122512-Nautical.jpg,Miscellaneous,Modern House,house,"Nautical-themed photo of a small cozy modern house, great view, sunshine . Sea, ocean, ships, maritime, beach, marine life, highly detailed","landlocked, desert, mountains, urban, rustic",,""
Space,20230829122529-Space.jpg,Miscellaneous,Modern House,house,"Space-themed photo of a small cozy modern house, great view, sunshine . Cosmic, celestial, stars, galaxies, nebulas, planets, science fiction, highly detailed","earthly, mundane, ground-based, realism",,""
Stained Glass,20230829122545-Stained Glass.jpg,Miscellaneous,Modern House,house,"Stained glass style photo of a small cozy modern house, great view, sunshine . Vibrant, beautiful, translucent, intricate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Techwear Fashion,20230829122601-Techwear Fashion.jpg,Miscellaneous,Modern House,house,"Techwear fashion photo of a small cozy modern house, great view, sunshine . Futuristic, cyberpunk, urban, tactical, sleek, dark, highly detailed","vintage, rural, colorful, low contrast, realism, sketch, watercolor",,""
Tribal,20230829122618-Tribal.jpg,Miscellaneous,Modern House,house,"Tribal style photo of a small cozy modern house, great view, sunshine . Indigenous, ethnic, traditional patterns, bold, natural colors, highly detailed","modern, futuristic, minimalist, pastel",,""
Zentangle,20230829122635-Zentangle.jpg,Miscellaneous,Modern House,house,"Zentangle photo of a small cozy modern house, great view, sunshine . Intricate, abstract, monochrome, patterns, meditative, highly detailed","colorful, representative, simplistic, large fields of color",,""
Collage,20230829122651-Collage.jpg,Papercraft,Modern House,house,"Collage style photo of a small cozy modern house, great view, sunshine . Mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",,""
Flat Papercut,20230829122708-Flat Papercut.jpg,Papercraft,Modern House,house,"Flat papercut style photo of a small cozy modern house, great view, sunshine . Silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",,""
Kirigami,20230829122724-Kirigami.jpg,Papercraft,Modern House,house,"Kirigami representation of photo of a small cozy modern house, great view, sunshine . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",,""
Paper Mache,20230829122741-Paper Mache.jpg,Papercraft,Modern House,house,"Paper mache representation of photo of a small cozy modern house, great view, sunshine . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",,""
Paper Quilling,20230829122758-Paper Quilling.jpg,Papercraft,Modern House,house,"Paper quilling art of photo of a small cozy modern house, great view, sunshine . Intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",,""
Papercut Collage,20230829122814-Papercut Collage.jpg,Papercraft,Modern House,house,"Papercut collage of photo of a small cozy modern house, great view, sunshine . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",,""
Papercut Shadow Box,20230829122830-Papercut Shadow Box.jpg,Papercraft,Modern House,house,"3D papercut shadow box of photo of a small cozy modern house, great view, sunshine . Layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",,""
Stacked Papercut,20230829122847-Stacked Papercut.jpg,Papercraft,Modern House,house,"Stacked papercut art of photo of a small cozy modern house, great view, sunshine . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",,""
Thick Layered Papercut,20230829122903-Thick Layered Papercut.jpg,Papercraft,Modern House,house,"Thick layered papercut art of photo of a small cozy modern house, great view, sunshine . Deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",,""
Alien,20230829122919-Alien.jpg,Photo,Modern House,house,"Alien-themed photo of a small cozy modern house, great view, sunshine . Extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",,""
Film Noir,20230829122936-Film Noir.jpg,Photo,Modern House,house,"Film noir style photo of a small cozy modern house, great view, sunshine . Monochrome, high contrast, dramatic shadows, 1940s style, mysterious, cinematic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vibrant, colorful",,""
HDR,20230829122953-HDR.jpg,Photo,Modern House,house,"HDR photo of photo of a small cozy modern house, great view, sunshine . High dynamic range, vivid, rich details, clear shadows and highlights, realistic, intense, enhanced contrast, highly detailed","flat, low contrast, oversaturated, underexposed, overexposed, blurred, noisy",,""
Long Exposure,20230829123010-Long Exposure.jpg,Photo,Modern House,house,"Long exposure photo of photo of a small cozy modern house, great view, sunshine . Blurred motion, streaks of light, surreal, dreamy, ghosting effect, highly detailed","static, noisy, deformed, shaky, abrupt, flat, low contrast",,""
Neon Noir,20230829123026-Neon Noir.jpg,Photo,Modern House,house,"Neon noir photo of a small cozy modern house, great view, sunshine . Cyberpunk, dark, rainy streets, neon signs, high contrast, low light, vibrant, highly detailed","bright, sunny, daytime, low contrast, black and white, sketch, watercolor",,""
Silhouette,20230829123043-Silhouette.jpg,Photo,Modern House,house,"Silhouette style photo of a small cozy modern house, great view, sunshine . High contrast, minimalistic, black and white, stark, dramatic","ugly, deformed, noisy, blurry, low contrast, color, realism, photorealistic",,""
Tilt-Shift,20230829123059-Tilt-Shift.jpg,Photo,Modern House,house,"Tilt-shift photo of photo of a small cozy modern house, great view, sunshine . Selective focus, miniature effect, blurred background, highly detailed, vibrant, perspective control","blurry, noisy, deformed, flat, low contrast, unrealistic, oversaturated, underexposed",,""
Luxury,20230831180510-Luxury.jpg,Ads,Modern House,house,"Luxury product style photo of a small cozy modern house, great view, sunshine . Elegant, sophisticated, high-end, luxurious, professional, highly detailed","cheap, noisy, blurry, unattractive, amateurish",,""
Automotive,20230831180525-Automotive.jpg,Ads,Modern House,house,"Automotive advertisement style photo of a small cozy modern house, great view, sunshine . Sleek, dynamic, professional, commercial, vehicle-focused, high-resolution, highly detailed","noisy, blurry, unattractive, sloppy, unprofessional",,""
Corporate,20230831180540-Corporate.jpg,Ads,Modern House,house,"Corporate branding style photo of a small cozy modern house, great view, sunshine . Professional, clean, modern, sleek, minimalist, business-oriented, highly detailed","noisy, blurry, grungy, sloppy, cluttered, disorganized",,""
Fashion,20230831180555-Fashion.jpg,Ads,Modern House,house,"Fashion editorial style photo of a small cozy modern house, great view, sunshine . High fashion, trendy, stylish, editorial, magazine style, professional, highly detailed","outdated, blurry, noisy, unattractive, sloppy",,""
Retail,20230831180611-Retail.jpg,Ads,Modern House,house,"Retail packaging style photo of a small cozy modern house, great view, sunshine . Vibrant, enticing, commercial, product-focused, eye-catching, professional, highly detailed","noisy, blurry, amateurish, sloppy, unattractive",,""
Abstract Expressionism,20230831180626-Abstract Expressionism.jpg,Artstyle,Modern House,house,"abstract expressionist painting photo of a small cozy modern house, great view, sunshine . energetic brushwork, bold colors, abstract forms, expressive, emotional","realistic, photorealistic, low contrast, plain, simple, monochrome",,""
Art Deco,20230831180642-Art Deco.jpg,Artstyle,Modern House,house,"Art Deco style photo of a small cozy modern house, great view, sunshine . geometric shapes, bold colors, luxurious, elegant, decorative, symmetrical, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Art Nouveau,20230831180658-Art Nouveau.jpg,Artstyle,Modern House,house,"Art Nouveau style photo of a small cozy modern house, great view, sunshine . elegant, decorative, curvilinear forms, nature-inspired, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, modernist, minimalist",,""
Expressionist,20230831180729-Expressionist.jpg,Artstyle,Modern House,house,"expressionist photo of a small cozy modern house, great view, sunshine . raw, emotional, dynamic, distortion for emotional effect, vibrant, use of unusual colors, detailed","realism, symmetry, quiet, calm, photo",,""
Avant-garde,20230831180744-Avant-garde.jpg,Artstyle,Modern House,house,"Avant-garde, photo of a small cozy modern house, great view, sunshine, unusual, experimental, avant-garde art","ugly, deformed, noisy, blurry, low contrast",,""
Baroque,20230831180801-Baroque.jpg,Artstyle,Modern House,house,"Baroque, photo of a small cozy modern house, great view, sunshine, dramatic, exuberant, grandeur, baroque art","ugly, deformed, noisy, blurry, low contrast",,""
Bauhaus-Style Poster,20230831180816-Bauhaus-Style Poster.jpg,Artstyle,Modern House,house,"Bauhaus-Style Poster, photo of a small cozy modern house, great view, sunshine, simple geometric shapes, clean lines, primary colors, Bauhaus-Style Poster","ugly, deformed, noisy, blurry, low contrast",,""
Caricature,20230831180832-Caricature.jpg,Artstyle,Modern House,house,"Caricature, photo of a small cozy modern house, great view, sunshine, exaggerated, comical, caricature","ugly, deformed, noisy, blurry, low contrast, realistic",,""
Cel Shading,20230831180847-Cel Shaded Art.jpg,Artstyle,Modern House,house,"Cel Shaded Art, photo of a small cozy modern house, great view, sunshine, 2D, flat color, toon shading, cel shaded style","ugly, deformed, noisy, blurry, low contrast",,""
Character Design,20230831180903-Character Design Sheet.jpg,Artstyle,Modern House,house,"Character Design Sheet, photo of a small cozy modern house, great view, sunshine, character reference sheet, character turn around","ugly, deformed, noisy, blurry, low contrast",,""
Color Field Painting,20230831180918-Color Field Painting.jpg,Artstyle,Modern House,house,"Color Field Painting, photo of a small cozy modern house, great view, sunshine, abstract, simple, geometic, color field painting style","ugly, deformed, noisy, blurry, low contrast",,""
Conceptual Art,20230831180934-Conceptual Art.jpg,Artstyle,Modern House,house,"Conceptual Art, photo of a small cozy modern house, great view, sunshine, concept art","ugly, deformed, noisy, blurry, low contrast",,""
Dadaism,20230831180949-Dadaism.jpg,Artstyle,Modern House,house,"Dadaism Art, photo of a small cozy modern house, great view, sunshine, satirical, nonsensical, dadaism art","ugly, deformed, noisy, blurry, low contrast",,""
Dark Fantasy,20230831181005-Dark Fantasy.jpg,Artstyle,Modern House,house,"Dark Fantasy Art, photo of a small cozy modern house, great view, sunshine, dark, moody, dark fantasy style","ugly, deformed, noisy, blurry, low contrast, bright, sunny",,""
Fauvism,20230831181021-Fauvism.jpg,Artstyle,Modern House,house,"Fauvism Art, photo of a small cozy modern house, great view, sunshine, painterly, bold colors, textured brushwork, fauvism art","ugly, deformed, noisy, blurry, low contrast",,""
Ink Dripping,20230831181037-Ink Dripping Drawing.jpg,Artstyle,Modern House,house,"Ink Dripping Drawing, photo of a small cozy modern house, great view, sunshine, ink drawing, dripping ink","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Japanese Ink,20230831181052-Japanese Ink Drawing.jpg,Artstyle,Modern House,house,"Japanese Ink Drawing, photo of a small cozy modern house, great view, sunshine, ink drawing, inkwash, Japanese Ink Drawing","ugly, deformed, noisy, blurry, low contrast, colorful, vibrant",,""
Biomechanical,20230831181108-Biomechanical.jpg,Futuristic,Modern House,house,"biomechanical style photo of a small cozy modern house, great view, sunshine . blend of organic and mechanical elements, futuristic, cybernetic, detailed, intricate","natural, rustic, primitive, organic, simplistic",,""
